self.step_no	last_rec.is_hi	last_rec.is_hi_is_random	last_rec.d_sum	last_rec.d_sqr_sum	last_rec.n	self.evaluation_start_index	n[0]	n[1]	s[0]	s[1]	s2[0]	s2[1]	decision	p_value	d0	d1	math.sqrt(s0)	math.sqrt(s1)
5039	False	True	0.4218273162841797	0.2780416947990716	10	4086	477	476	-6.609683632850647	6.728141665458679	231.8504567233794	245.38602715037598	None	None	None	None	None	None
5040	True	False	-0.015039443969726562	0.38705249795236796	10	4086	477	477	-6.609683632850647	6.713102221488953	231.8504567233794	245.3862533352509	0	0.2712235269748558	-0.013856779104508695	0.014073589562869922	0.031948870897509724	0.0328684200009298
5041	False	True	0.48669862747192383	0.2413864215606054	10	4086	478	477	-6.122985005378723	6.713102221488953	232.08733227736246	245.3862533352509	None	None	None	None	None	None
5042	True	False	-0.1014554500579834	0.3777916647000552	10	4086	478	478	-6.122985005378723	6.611646771430969	232.08733227736246	245.39654654359737	0	0.2802589591670577	-0.012809592061461764	0.01383189701136186	0.03189915538125654	0.032800476014077644
5043	False	True	0.07974648475646973	0.060237303063615855	10	4086	479	478	-6.043238520622253	6.611646771430969	232.09369177919348	245.39654654359737	None	None	None	None	None	None
5044	True	False	-0.661182165145874	0.15744148923516832	10	4086	479	479	-6.043238520622253	5.950464606285095	232.09369177919348	245.83370839910435	0	0.2918639892086661	-0.012616364343679026	0.012422681850282035	0.03183307686124393	0.032762248986982226
5045	False	True	0.38260841369628906	0.1601808625320018	10	4086	480	479	-5.660630106925964	5.950464606285095	232.24008097742467	245.83370839910435	None	None	None	None	None	None
5046	True	False	1.1164251565933228	0.46659255627510277	10	4086	480	480	-5.660630106925964	7.066889762878418	232.24008097742467	247.08011352937876	0	0.28074300486224046	-0.011792979389429092	0.014722687005996705	0.03177735790322817	0.03277472545128046
5047	False	True	-0.9469044208526611	0.43482905177285147	10	4086	481	480	-6.6075345277786255	7.066889762878418	233.13670895965498	247.08011352937876	None	None	None	None	None	None
5048	True	False	0.25230467319488525	1.1132258602936673	10	4086	481	481	-6.6075345277786255	7.319194436073303	233.13670895965498	247.14377117749473	0	0.2628054675253733	-0.013737078020329783	0.015216620449216846	0.031770760774986716	0.03271024522711151
5049	True	True	-1.0185058116912842	0.5411418135935833	10	4086	481	482	-6.6075345277786255	6.300688624382019	233.13670895965498	248.18112526594365	None	None	None	None	None	None
5050	False	False	0.7520513534545898	0.3868891372547978	10	4086	482	482	-5.855483174324036	6.300688624382019	233.70229019788786	248.18112526594365	0	0.2901005978140121	-0.012148305340921236	0.013071968100377633	0.031744560714348155	0.03271268879002084
5051	True	True	-0.1218264102935791	0.24407947861374168	10	4086	482	483	-5.855483174324036	6.17886221408844	233.70229019788786	248.19596694018867	None	None	None	None	None	None
5052	False	False	0.5930467844009399	0.4031893623025695	10	4086	483	483	-5.262436389923096	6.17886221408844	234.05399468637614	248.19596694018867	0	0.30140492344863834	-0.01089531343669378	0.012792675391487453	0.03170353894913596	0.032646085118143015
5053	True	True	-1.2353028059005737	0.6658612589938713	10	4086	483	484	-5.262436389923096	4.943559408187866	234.05399468637614	249.72193996245448	None	None	None	None	None	None
5054	False	False	1.1958401203155518	0.47772917468881815	10	4086	484	484	-4.066596269607544	4.943559408187866	235.48402827973246	249.72193996245448	0	0.34144135488452887	-0.008402058408280049	0.010213965719396418	0.03173605736889242	0.032680462386091846
5055	True	True	0.43972694873809814	0.6832828750938944	10	4086	484	485	-4.066596269607544	5.383286356925964	235.48402827973246	249.915299751901	None	None	None	None	None	None
5056	False	False	0.338456392288208	0.659506488493065	10	4086	485	485	-3.728139877319336	5.383286356925964	235.5985810092132	249.915299751901	0	0.33980490765714444	-0.007686886344988321	0.01109955949881642	0.0316786284392843	0.032625032143295124
5057	False	True	-0.703583836555481	0.29944770137963417	10	4086	486	485	-4.431723713874817	5.383286356925964	236.09361122427532	249.915299751901	None	None	None	None	None	None
5058	True	False	-1.8845996856689453	0.6578681427907895	10	4086	486	486	-4.431723713874817	3.498686671257019	236.09361122427532	253.46701572712442	0	0.36018254903389424	-0.009118773073816496	0.007198943768018558	0.03164578998348925	0.03279065885989454
5059	False	True	1.743320345878601	0.7602600558429486	10	4086	487	486	-2.688403367996216	3.498686671257019	239.1327770526296	253.46701572712442	None	None	None	None	None	None
5060	True	False	-0.13684570789337158	0.2959146504748702	10	4086	487	487	-2.688403367996216	3.3618409633636475	239.1327770526296	253.48574247489324	0	0.39271490508309903	-0.005520335457897774	0.006903164195818578	0.03178509117826635	0.03272459436145949
5061	False	True	0.14948225021362305	0.5452466367127045	10	4086	488	487	-2.5389211177825928	3.3618409633636475	239.15512199575852	253.48574247489324	None	None	None	None	None	None
5062	True	False	-0.2032909393310547	0.36305510776423944	10	4086	488	488	-2.5389211177825928	3.1585500240325928	239.15512199575852	253.52706968090735	0	0.3988366822139332	-0.005202707208570887	0.00647243857383728	0.031721481173566594	0.03266030725580599
5063	False	True	-0.733818769454956	0.4814594226075428	10	4086	489	488	-3.272739887237549	3.1585500240325928	239.6936119821629	253.52706968090735	None	None	None	None	None	None
5064	True	False	-0.1571967601776123	0.42322628387734085	10	4086	489	489	-3.272739887237549	3.0013532638549805	239.6936119821629	253.55178050231768	0	0.38891614114826445	-0.006692719605802758	0.006137736735899756	0.031691591206219304	0.03259516730877924
5065	True	True	-0.18867182731628418	0.32904640900511595	10	4086	489	490	-3.272739887237549	2.8126814365386963	239.6936119821629	253.58737756074055	None	None	None	None	None	None
5066	False	False	0.8077635765075684	0.508872261698798	10	4086	490	490	-2.4649763107299805	2.8126814365386963	240.3460939776952	253.58737756074055	0	0.4062627093011257	-0.00503056389944894	0.005740166197017747	0.0316704957119216	0.03253100804301377
5067	False	True	-0.09096646308898926	0.1422095514175794	10	4086	491	490	-2.5559427738189697	2.8126814365386963	240.35436887510213	253.58737756074055	None	None	None	None	None	None
5068	True	False	-0.5107426643371582	0.22030157046822296	10	4086	491	491	-2.5559427738189697	2.301938772201538	240.35436887510213	253.84823562991477	0	0.4136187605393718	-0.005205586097390977	0.004688266338496005	0.031606412466632504	0.032481722858090784
5069	True	True	0.8712308406829834	0.2434759605349086	10	4086	491	492	-2.5559427738189697	3.1731696128845215	240.35436887510213	254.60727880767195	None	None	None	None	None	None
5070	False	False	0.331787109375	0.6333915587390493	10	4086	492	492	-2.2241556644439697	3.1731696128845215	240.46445156104954	254.60727880767195	0	0.40428563126755984	-0.004520641594398312	0.006449531733505125	0.031549542364250026	0.0324634487447445
5071	False	True	-1.470752477645874	0.4644852693652979	10	4086	493	492	-3.6949081420898438	3.1731696128845215	242.62756441155102	254.60727880767195	None	None	None	None	None	None
5072	True	False	0.9724808931350708	0.45211829790470404	10	4086	493	493	-3.6949081420898438	4.145650506019592	242.62756441155102	255.55299789518477	0	0.36285212578164244	-0.007494742681723821	0.008409027395577267	0.03162563633828554	0.03245673690678872
5073	True	True	-0.2775198221206665	0.3289269952018259	10	4086	493	494	-3.6949081420898438	3.868130683898926	242.62756441155102	255.63001514685465	None	None	None	None	None	None
5074	False	False	-0.12297868728637695	0.19534702737246334	10	4086	494	494	-3.8178868293762207	3.868130683898926	242.6426881690777	255.63001514685465	0	0.365461215678508	-0.007728515848939718	0.007830224056475559	0.03156241765797811	0.03239613936257218
5075	True	True	0.31095731258392334	0.3539787270820085	10	4086	494	495	-3.8178868293762207	4.179087996482849	242.6426881690777	255.72670959710405	None	None	None	None	None	None
5076	False	False	0.366601824760437	0.6873370490972235	10	4086	495	495	-3.4512850046157837	4.179087996482849	242.77708506699537	255.72670959710405	0	0.3664272943559195	-0.006972292938617745	0.008442602013096665	0.03150766711016959	0.03233642541377063
5077	True	True	-0.3858497142791748	0.439836706947915	10	4086	495	496	-3.4512850046157837	3.7932382822036743	242.77708506699537	255.87558959911337	None	None	None	None	None	None
5078	False	False	0.18719720840454102	0.12684031003743712	10	4086	496	496	-3.2640877962112427	3.7932382822036743	242.81212786182982	255.87558959911337	0	0.376138758780489	-0.006580822169780731	0.007647657827023537	0.03144651618372466	0.032280954705528296
5079	True	True	-0.19000935554504395	0.43852526245035506	10	4086	496	497	-3.2640877962112427	3.6032289266586304	242.81212786182982	255.911693154308	None	None	None	None	None	None
5080	False	False	0.3599511384963989	0.6129439737217268	10	4086	497	497	-2.9041366577148438	3.6032289266586304	242.94169268393466	255.911693154308	0	0.3855286532312889	-0.005843333315321617	0.007249957598910725	0.031391843843958156	0.03221839228797285
5081	True	True	-0.4998537302017212	0.42598170941802493	10	4086	497	498	-2.9041366577148438	3.103375196456909	242.94169268393466	256.1615469059046	None	None	None	None	None	None
5082	False	False	-0.010010242462158203	0.19494513241227196	10	4086	498	498	-2.914146900177002	3.103375196456909	242.9417928888888	256.1615469059046	0	0.39395714871347787	-0.005851700602765064	0.006231677101319094	0.03132874571392141	0.03216975166969403
5083	False	True	0.04123127460479736	0.7986906599051196	10	4086	499	498	-2.8729156255722046	3.103375196456909	242.9434929068944	256.1615469059046	None	None	None	None	None	None
5084	True	False	-0.3824809789657593	0.5645212854594917	10	4086	499	499	-2.8729156255722046	2.72089421749115	242.9434929068944	256.3078386051752	0	0.40127805305656933	-0.00575734594303047	0.005452693822627555	0.03126604199318413	0.03211466752145279
5085	True	True	1.1547850370407104	0.49583102472986695	10	4086	499	500	-2.8729156255722046	3.8756792545318604	242.9434929068944	257.64136708694826	None	None	None	None	None	None
5086	False	False	-1.3585444688796997	0.5147334553670504	10	4086	500	500	-4.231460094451904	3.8756792545318604	244.78913598081795	257.64136708694826	0	0.358958646775724	-0.008462920188903808	0.007751358509063721	0.031320524459079666	0.03213269863976677
5087	False	True	0.8901170492172241	0.530917210975602	10	4086	501	500	-3.34134304523468	3.8756792545318604	245.5814443421251	257.64136708694826	None	None	None	None	None	None
5088	True	False	-0.2654494047164917	0.19864332769323312	10	4086	501	501	-3.34134304523468	3.6102298498153687	245.5814443421251	257.7118304734126	0	0.37847609468481536	-0.006669347395678004	0.007206047604421894	0.031309361010480305	0.03207313343227752
5089	True	True	-0.250185489654541	0.1295713157467162	10	4086	501	502	-3.34134304523468	3.3600443601608276	245.5814443421251	257.7744232526463	None	None	None	None	None	None
5090	False	False	0.6595900058746338	0.27018273377217383	10	4086	502	502	-2.6817530393600464	3.3600443601608276	246.0165033179748	257.7744232526463	0	0.39402315013585076	-0.00534213752860567	0.006693315458487704	0.03127510336510451	0.03201328524638017
5091	True	True	-0.35866236686706543	0.18749591927968368	10	4086	502	503	-2.6817530393600464	3.001381993293762	246.0165033179748	257.90306194605296	None	None	None	None	None	None
5092	False	False	0.2355961799621582	0.2649473257946511	10	4086	503	503	-2.446156859397888	3.001381993293762	246.07200887798757	257.90306194605296	0	0.40425040457279304	-0.004863134909339738	0.005966962213307678	0.0312165395392324	0.03195783267504108
5093	True	True	-1.0023446083068848	0.5379195299033199	10	4086	503	504	-2.446156859397888	1.9990373849868774	246.07200887798757	258.90775665985484	None	None	None	None	None	None
5094	False	False	0.23347687721252441	0.3188667497045685	10	4086	504	504	-2.2126799821853638	1.9990373849868774	246.12652033018048	258.90775665985484	0	0.4257591040060797	-0.004390238059891595	0.003966344017831106	0.03115812925227262	0.031957045428082226
5095	False	True	0.2607910633087158	0.4743098934367822	10	4086	505	504	-1.951888918876648	1.9990373849868774	246.19453230888217	258.90775665985484	None	None	None	None	None	None
5096	True	False	0.17109382152557373	0.6999112211974676	10	4086	505	505	-1.951888918876648	2.170131206512451	246.19453230888217	258.93702975561905	0	0.42732918854894403	-0.003865126572032966	0.004297289517846438	0.031100802130749016	0.03189541835530748
5097	True	True	-0.21085917949676514	0.25385282176740986	10	4086	505	506	-1.951888918876648	1.959272027015686	246.19453230888217	258.9814913491971	None	None	None	None	None	None
5098	False	False	0.48012709617614746	0.11283783650407031	10	4086	506	506	-1.4717618227005005	1.959272027015686	246.4250543373647	258.9814913491971	0	0.4394239614543289	-0.002908620202965416	0.003872079104774083	0.031054011592336384	0.03183516133665302
5099	True	True	0.5748143196105957	0.49994526921182114	10	4086	506	507	-1.4717618227005005	2.5340863466262817	246.4250543373647	259.3119028512265	None	None	None	None	None	None
5100	False	False	-0.05930614471435547	0.3888185511316351	10	4086	507	507	-1.531067967414856	2.5340863466262817	246.4285715561656	259.3119028512265	0	0.4283630954690294	-0.0030198579238951795	0.004998197922339806	0.030992900176365037	0.03179225852430929
5101	False	True	-0.7383012771606445	0.4091199251145099	10	4086	508	507	-2.2693692445755005	2.5340863466262817	246.97366033202258	259.3119028512265	None	None	None	None	None	None
5102	True	False	-0.2178516387939453	0.1571260692173837	10	4086	508	508	-2.2693692445755005	2.3162347078323364	246.97366033202258	259.3593621877517	0	0.41935685396415867	-0.004467262292471457	0.004559517141402237	0.030965676304752877	0.03173264598552037
5103	True	True	0.554267406463623	0.3198219465082275	10	4086	508	509	-2.2693692445755005	2.8705021142959595	246.97366033202258	259.6665745456196	None	None	None	None	None	None
5104	False	False	0.673281192779541	0.653230230327722	10	4086	509	509	-1.5960880517959595	2.8705021142959595	247.42696789657322	259.6665745456196	0	0.42148011814607955	-0.0031357329111904903	0.005639493348322121	0.030933451233337697	0.03168865011006058
5105	True	True	-0.0770413875579834	0.2546065995831839	10	4086	509	510	-1.5960880517959595	2.793460726737976	247.42696789657322	259.67250992101646	None	None	None	None	None	None
5106	False	False	-0.2746187448501587	0.9414944595162495	10	4086	510	510	-1.8707067966461182	2.793460726737976	247.50238335159628	259.67250992101646	0	0.41806132588567024	-0.003668052542443369	0.005477373973996031	0.03087732671493697	0.031626869980767344
5107	False	True	0.3551950454711914	0.7763083665737156	10	4086	511	510	-1.5155117511749268	2.793460726737976	247.62854687192356	259.67250992101646	None	None	None	None	None	None
5108	True	False	-1.503212809562683	0.9155182047084196	10	4086	511	511	-1.5155117511749268	1.290247917175293	247.62854687192356	261.9321586718498	0	0.4506010243226646	-0.0029657764210859624	0.002524947000343039	0.030824843122767856	0.03170269424140972
5109	False	True	0.9846879243850708	0.9148119113787203	10	4086	512	511	-0.530823826789856	1.290247917175293	248.59815718035338	261.9321586718498	None	None	None	None	None	None
5110	True	False	-0.4628809690475464	0.6480979293507545	10	4086	512	512	-0.530823826789856	0.8273669481277466	248.59815718035338	262.14641746335616	0	0.47606806676440816	-0.0010367652866989374	0.001615951070562005	0.030824996872871855	0.031653768763420444
5111	False	True	0.026718616485595703	0.6805398247001904	10	4086	513	512	-0.5041052103042603	0.8273669481277466	248.5988710648203	262.14641746335616	None	None	None	None	None	None
5112	True	False	0.284102201461792	0.19838034036541785	10	4086	513	513	-0.5041052103042603	1.1114691495895386	248.5988710648203	262.2271315242316	0	0.47154211869303203	-0.0009826612286632753	0.002166606529414305	0.0307648980547397	0.03159680391053479
5113	False	True	-0.13840878009796143	0.3921345480755605	10	4086	514	513	-0.6425139904022217	1.1114691495895386	248.61802805522848	262.2271315242316	None	None	None	None	None	None
5114	True	False	0.2534083127975464	0.3866080498180082	10	4086	514	514	-0.6425139904022217	1.364877462387085	248.61802805522848	262.29134729722654	0	0.46465945527571706	-0.0012500272186813652	0.002655403623321177	0.030706149863037314	0.031539059567679696
5115	True	True	0.5690038204193115	0.46441027754423203	10	4086	514	515	-0.6425139904022217	1.9338812828063965	248.61802805522848	262.6151126448783	None	None	None	None	None	None
5116	False	False	-0.947695255279541	0.44015078904749316	10	4086	515	515	-1.5902092456817627	1.9338812828063965	249.51615435210783	262.6151126448783	0	0.438199343484141	-0.0030877849430713837	0.0037551092870027115	0.03070152066208179	0.03149696287986926
5117	True	True	0.5107909440994263	0.18439901192625996	10	4086	515	516	-1.5902092456817627	2.4446722269058228	249.51615435210783	262.8760200334523	None	None	None	None	None	None
5118	False	False	0.3284374475479126	0.27168375203048356	10	4086	516	516	-1.26177179813385	2.4446722269058228	249.6240255090596	262.8760200334523	0	0.4350521043709788	-0.002445294182429942	0.004737736873848494	0.030648698853675316	0.03145121681245957
5119	False	True	-0.49120116233825684	0.48069948737287405	10	4086	517	516	-1.752972960472107	2.4446722269058228	249.86530409094206	262.8760200334523	None	None	None	None	None	None
5120	True	False	-0.268310546875	0.3509403425422306	10	4086	517	517	-1.752972960472107	2.1763616800308228	249.86530409094206	262.94801058301664	0	0.4312049403746649	-0.003390663366483766	0.004209597060020933	0.030603964502453663	0.03139476643133232
5121	False	True	0.42055678367614746	0.2724886241373383	10	4086	518	517	-1.3324161767959595	2.1763616800308228	250.0421720992381	262.94801058301664	None	None	None	None	None	None
5122	True	False	-0.8224124908447266	0.24298182077086494	10	4086	518	518	-1.3324161767959595	1.3539491891860962	250.0421720992381	263.62437288811407	0	0.4528808172892928	-0.0025722320015366014	0.0026138015235252824	0.030555789087253028	0.03137470949966727
5123	False	True	-0.24987244606018066	0.7491146741006673	10	4086	519	518	-1.5822886228561401	1.3539491891860962	250.10460833853818	263.62437288811407	None	None	None	None	None	None
5124	True	False	0.5420892238616943	0.3928158905071655	10	4086	519	519	-1.5822886228561401	1.8960384130477905	250.10460833853818	263.91823361474104	0	0.4391064747149341	-0.0030487256702430446	0.003653253204331003	0.030500580131356116	0.03133144607926741
5125	True	True	0.2568749189376831	0.7147469272648124	10	4086	519	520	-1.5822886228561401	2.1529133319854736	250.10460833853818	263.98421833872027	None	None	None	None	None	None
5126	False	False	0.07511770725250244	0.40372712684877854	10	4086	520	520	-1.5071709156036377	2.1529133319854736	250.11025100848104	263.98421833872027	0	0.4359555483278521	-0.0028984056069300723	0.004140217946125911	0.030442239795164378	0.031274926611658836
5127	True	True	-0.48107433319091797	0.15265137512210458	10	4086	520	521	-1.5071709156036377	1.6718389987945557	250.11025100848104	264.21565085277535	None	None	None	None	None	None
5128	False	False	0.38410162925720215	0.22728341403416152	10	4086	521	521	-1.1230692863464355	1.6718389987945557	250.25778507007908	264.21565085277535	0	0.4510242742925404	-0.0021556032367493964	0.00320890402839646	0.030392831629319123	0.031228730312580947
5129	True	True	0.24257850646972656	0.11140577289063458	10	4086	521	522	-1.1230692863464355	1.9144175052642822	250.25778507007908	264.27449518457644	None	None	None	None	None	None
5130	False	False	0.4069916009902954	0.31394745292625714	10	4086	522	522	-0.7160776853561401	1.9144175052642822	250.42342723335577	264.27449518457644	0	0.4539019288763252	-0.0013717963320998853	0.0036674664851806173	0.03034467654262414	0.031172220794665216
5131	False	True	-0.5915132761001587	0.6278142475641317	10	4086	523	522	-1.3075909614562988	1.9144175052642822	250.7733151891585	264.27449518457644	None	None	None	None	None	None
5132	True	False	0.039716362953186035	0.9957208931634369	10	4086	523	523	-1.3075909614562988	1.9541338682174683	250.7733151891585	264.27607257406265	0	0.44292761200016784	-0.0025001739224785827	0.0037363936294789067	0.030307613054629708	0.031112637338184815
5133	False	True	0.8790528774261475	0.6414707817575334	10	4086	524	523	-0.42853808403015137	1.9541338682174683	251.54604915046968	264.27607257406265	None	None	None	None	None	None
5134	True	False	-0.671005129814148	0.2642567094143402	10	4086	524	524	-0.42853808403015137	1.2831287384033203	251.54604915046968	264.72632045829954	0	0.4700109706502299	-0.0008178207710499072	0.00244871896641855	0.030296465136821195	0.031079891669412375
5135	True	True	-0.9758598804473877	0.7894883550943064	10	4086	524	525	-0.42853808403015137	0.3072688579559326	251.54604915046968	265.67862296456633	None	None	None	None	None	None
5136	False	False	0.4966597557067871	0.6072723357544874	10	4086	525	525	0.06812167167663574	0.3072688579559326	251.7927200634084	265.67862296456633	0	0.4958110365751137	0.0001297555650983538	0.0005852740151541573	0.030253545758902003	0.031076554617934075
5137	False	True	0.39909207820892334	0.5753615586818484	10	4086	526	525	0.4672137498855591	0.3072688579559326	251.9519945502975	265.67862296456633	None	None	None	None	None	None
5138	True	False	-0.41314423084259033	0.36383562899597166	10	4086	526	526	0.4672137498855591	-0.10587537288665771	251.9519945502975	265.84931112004483	0	0.48996567285111625	0.0008882390682234964	-0.00020128397887197284	0.030205499290828854	0.031027388846373127
5139	True	True	-0.4206545352935791	0.5564818324411931	10	4086	526	527	0.4672137498855591	-0.5265299081802368	251.9519945502975	266.0262613581079	None	None	None	None	None	None
5140	False	False	0.9145114421844482	0.6803333556521807	10	4086	527	527	1.3817251920700073	-0.5265299081802368	252.7883257281838	266.0262613581079	0	0.4666558934584783	0.0026218694346679455	-0.0009991079851617397	0.03019793285326875	0.030978732634893515
5141	True	True	-0.46390557289123535	0.3141293018175588	10	4086	527	528	1.3817251920700073	-0.9904354810714722	252.7883257281838	266.24146973866743	None	None	None	None	None	None
5142	False	False	0.23254835605621338	0.2670980768647411	10	4086	528	528	1.6142735481262207	-0.9904354810714722	252.84240446608823	266.24146973866743	0	0.45454368238579024	0.0030573362653905697	-0.001875824774756576	0.030143831142099713	0.03093243199901091
5143	False	True	0.06610333919525146	0.2397926271993498	10	4086	529	528	1.6803768873214722	-0.9904354810714722	252.84677411754097	266.24146973866743	None	None	None	None	None	None
5144	True	False	0.025419950485229492	0.48079750440336966	10	4086	529	529	1.6803768873214722	-0.9650155305862427	252.84677411754097	266.2421159125501	0	0.4538369550632524	0.003176515855050042	-0.001824225955739589	0.030087030559358557	0.030873946337900384
5145	True	True	-0.8688478469848633	0.42967710461289244	10	4086	529	530	1.6803768873214722	-1.833863377571106	252.84677411754097	266.9970124937603	None	None	None	None	None	None
5146	False	False	0.08391666412353516	0.4347708583641179	10	4086	530	530	1.7642935514450073	-1.833863377571106	252.8538161240586	266.9970124937603	0	0.43737538425230205	0.00332885575744341	-0.003460119580322841	0.030030595320371223	0.030859029913007305
5147	False	True	0.6629681587219238	0.11720473142293031	10	4086	531	530	2.427261710166931	-1.833863377571106	253.29334290353773	266.9970124937603	None	None	None	None	None	None
5148	True	False	-0.10288047790527344	0.22190753688880704	10	4086	531	531	2.427261710166931	-1.9367438554763794	253.29334290353773	267.0075968864943	0	0.42422547043350556	0.004571114331764465	-0.0036473518935525038	0.02999971855585493	0.030801429222397533
5149	True	True	-0.3838374614715576	0.5500186988742257	10	4086	531	532	2.427261710166931	-2.320581316947937	253.29334290353773	267.1549280833232	None	None	None	None	None	None
5150	False	False	0.8806633949279785	0.6737178188625137	10	4086	532	532	3.3079251050949097	-2.320581316947937	254.0689109187038	267.1549280833232	0	0.4027442502297326	0.006217904332885169	-0.004361994956669055	0.029988525065014867	0.030751782225995523
5151	False	True	-0.720194935798645	0.5617973566847212	10	4086	533	532	2.5877301692962646	-2.320581316947937	254.5875916642538	267.1549280833232	None	None	None	None	None	None
5152	True	False	0.27769482135772705	0.1650567083591028	10	4086	533	533	2.5877301692962646	-2.04288649559021	254.5875916642538	267.2320424971321	0	0.4197724115305217	0.004855028460218133	-0.003832807684034165	0.029963219762003144	0.030698593795590295
5153	True	True	-0.5384278297424316	0.3416128698893317	10	4086	533	534	2.5877301692962646	-2.5813143253326416	254.5875916642538	267.52194702497326	None	None	None	None	None	None
5154	False	False	0.7602348327636719	0.49095685523479915	10	4086	534	534	3.3479650020599365	-2.5813143253326416	255.16554866520102	267.52194702497326	0	0.39779940163794575	0.006269597382134713	-0.004833921957551763	0.029940491268172303	0.03065740186461671
5155	False	True	-0.8386621475219727	0.4614063615388204	10	4086	535	534	2.509302854537964	-2.5813143253326416	255.86890286288718	267.52194702497326	None	None	None	None	None	None
5156	True	False	0.6357030868530273	0.38766308889830725	10	4086	535	535	2.509302854537964	-1.9456112384796143	255.86890286288718	267.9260654396077	0	0.42292111804321036	0.004690285709416755	-0.0036366565205226435	0.029926177358163303	0.030623457959453513
5157	False	True	-0.2371971607208252	0.9232729844265464	10	4086	536	535	2.2721056938171387	-1.9456112384796143	255.9251653559412	267.9260654396077	None	None	None	None	None	None
5158	True	False	0.113525390625	0.28918873493717	10	4086	536	536	2.2721056938171387	-1.8320858478546143	255.9251653559412	267.9389534539243	0	0.4289265199766697	0.004239003160106602	-0.0034180706116690566	0.029873701568075763	0.03056705281387259
5159	True	True	-0.5893946886062622	0.4328453033327406	10	4086	536	537	2.2721056938171387	-2.4214805364608765	255.9251653559412	268.28633955288154	None	None	None	None	None	None
5160	False	False	0.5638377666473389	0.6613210274439894	10	4086	537	537	2.8359434604644775	-2.4214805364608765	256.24307838303906	268.28633955288154	0	0.40932130542842593	0.005281086518555824	-0.004509274742012805	0.02983622280888635	0.0305295852507903
5161	True	True	0.3404102325439453	0.4491994057902673	10	4086	537	538	2.8359434604644775	-2.081070303916931	256.24307838303906	268.40221867930217	None	None	None	None	None	None
5162	False	False	0.6319140195846558	0.2797456654830768	10	4086	538	538	3.4678574800491333	-2.081070303916931	256.6423937111867	268.40221867930217	0	0.40443388096099386	0.006445831747303222	-0.0038681604162024742	0.029803481819364677	0.030479529401689805
5163	True	True	-1.4593262672424316	0.8926610310224987	10	4086	538	539	3.4678574800491333	-3.540396571159363	256.6423937111867	270.5318518335659	None	None	None	None	None	None
5164	False	False	-0.20283174514770508	0.629873895734363	10	4086	539	539	3.2650257349014282	-3.540396571159363	256.68353442802635	270.5318518335659	0	0.38359579184836556	0.006057561660299496	-0.006568453749831842	0.02975067012725579	0.030542530444894533
5165	True	True	1.1516989469528198	1.0144913987148954	10	4086	539	540	3.2650257349014282	-2.388697624206543	256.68353442802635	271.8582622979781	None	None	None	None	None	None
5166	False	False	-0.2986912727355957	0.9749788367332428	10	4086	540	540	2.9663344621658325	-2.388697624206543	256.77275090443476	271.8582622979781	0	0.40801972555559507	0.005493211966973764	-0.004423514118901005	0.02970088730425461	0.030561281815357996
5167	False	True	0.5463967323303223	0.9321101448420279	10	4086	541	540	3.512731194496155	-2.388697624206543	257.071300293536	271.8582622979781	None	None	None	None	None	None
5168	True	False	-0.27049827575683594	0.5784909868819739	10	4086	541	541	3.512731194496155	-2.659195899963379	257.071300293536	271.93143161516554	0	0.39433489652450027	0.006493033631231339	-0.004915334380708649	0.02966279140587306	0.03050870364464412
5169	False	True	-0.8109475374221802	1.0564875262694073	10	4086	542	541	2.7017836570739746	-2.659195899963379	257.7289362019871	271.93143161516554	None	None	None	None	None	None
5170	True	False	-0.24542903900146484	0.208634353677553	10	4086	542	542	2.7017836570739746	-2.9046249389648438	257.7289362019871	271.9916670283507	0	0.4038813576199701	0.0049848406957084404	-0.005359086603256169	0.029646400217317112	0.030455595510228854
5171	True	True	1.6541599035263062	0.8480879515560247	10	4086	542	543	2.7017836570739746	-1.2504650354385376	257.7289362019871	274.72791201478486	None	None	None	None	None	None
5172	False	False	-0.8632910251617432	0.48957401382912735	10	4086	543	543	1.8384926319122314	-1.2504650354385376	258.4742075961119	274.72791201478486	0	0.4468520384804623	0.0033858059519562274	-0.0023028822015442683	0.029634924057645024	0.03055269738484079
5173	True	True	-0.7081345319747925	0.47028349847757056	10	4086	543	544	1.8384926319122314	-1.95859956741333	258.4742075961119	275.22936653016	None	None	None	None	None	None
5174	False	False	0.8787884712219238	0.36104468413577706	10	4086	544	544	2.7172811031341553	-1.95859956741333	259.2464767732645	275.22936653016	0	0.4199487801395805	0.004995002027820139	-0.003600366851862739	0.029624136339137266	0.03052407113688539
5175	True	True	0.03661167621612549	0.7627959786448884	10	4086	544	545	2.7172811031341553	-1.9219878911972046	259.2464767732645	275.23070694499535	None	None	None	None	None	None
5176	False	False	-0.2595018148422241	0.7143666013473222	10	4086	545	545	2.457779288291931	-1.9219878911972046	259.31381796517087	275.23070694499535	0	0.42496070235688804	0.0045096867675081306	-0.003526583286600375	0.02957371253299921	0.030468101529118247
5177	True	True	0.1605074405670166	0.19816797659888152	10	4086	545	546	2.457779288291931	-1.761480450630188	259.31381796517087	275.2564695834727	None	None	None	None	None	None
5178	False	False	-0.3686230182647705	0.09765124893198163	10	4086	546	546	2.0891562700271606	-1.761480450630188	259.4497008947655	275.2564695834727	0	0.4339472146080715	0.0038262935348482795	-0.003226154671483861	0.02952740794425915	0.03041373181235631
