self.step_no	last_rec.is_hi	last_rec.is_hi_is_random	last_rec.d_sum	last_rec.d_sqr_sum	last_rec.n	self.evaluation_start_index	n[0]	n[1]	s[0]	s[1]	s2[0]	s2[1]	decision	p_value	d0	d1	math.sqrt(s0)	math.sqrt(s1)
1602	False	False	0.6678911447525024	2.068486561891362	10	504	549	549	-4.522438645362854	7.473532319068909	1023.6165193455079	892.2600542295031	0	0.39213588062137594	-0.008237593160952376	0.01361299147371386	0.0583289674353776	0.054455846422924885
1603	True	True	-2.902177929878235	1.4628873036919146	10	504	549	550	-4.522438645362854	4.571354389190674	1023.6165193455079	900.6826909661754	None	None	None	None	None	None
1604	False	False	-1.279784917831421	1.7095508463237934	10	504	550	550	-5.802223563194275	4.571354389190674	1025.2543687814166	900.6826909661754	0	0.4066727531144834	-0.010549497387625954	0.008311553434892134	0.05826870050024055	0.05461465956690452
1605	True	True	1.6563572883605957	2.4696868475393785	10	504	550	551	-5.802223563194275	6.2277116775512695	1025.2543687814166	903.4262104328805	None	None	None	None	None	None
1606	False	False	-1.0707902908325195	2.383006837757307	10	504	551	551	-6.873013854026794	6.2277116775512695	1026.4009606283578	903.4262104328805	0	0.38289477164010066	-0.012473709353950625	0.011302562028223719	0.05819467436321594	0.05459743998739503
1607	False	True	0.7871770858764648	1.0755195145832204	10	504	552	551	-6.08583676815033	6.2277116775512695	1027.0206083928867	903.4262104328805	None	None	None	None	None	None
1608	True	False	1.6556344032287598	1.7556320061102042	10	504	552	552	-6.08583676815033	7.883346080780029	1027.0206083928867	906.1673357100351	0	0.3754854285601881	-0.011025066608967989	0.014281424059384111	0.05810721407256026	0.05457979278708259
1609	False	True	-1.6842381954193115	3.162886282505866	10	504	553	552	-7.770074963569641	7.883346080780029	1029.8572666917962	906.1673357100351	None	None	None	None	None	None
1610	True	False	0.5888869762420654	2.532948930330093	10	504	553	553	-7.770074963569641	8.472233057022095	1029.8572666917962	906.5141235808228	0	0.3561750980323761	-0.014050768469384523	0.01532049377400017	0.05808090747110492	0.054490913494767035
1611	True	True	1.6988086700439453	0.8283119930057694	10	504	553	554	-7.770074963569641	10.17104172706604	1029.8572666917962	909.4000744782393	None	None	None	None	None	None
1612	False	False	-1.2105473279953003	1.2383083290042833	10	504	554	554	-8.980622291564941	10.17104172706604	1031.3226915251128	909.4000744782393	0	0.33204888444020986	-0.016210509551561267	0.018359281095787074	0.05801618726197087	0.0544772845592698
1613	True	True	0.6167284250259399	1.0849648731498434	10	504	554	555	-8.980622291564941	10.78777015209198	1031.3226915251128	909.7804284284741	None	None	None	None	None	None
1614	False	False	-0.5766992568969727	0.9386611548279689	10	504	555	555	-9.557321548461914	10.78777015209198	1031.6552735580183	909.7804284284741	0	0.3223124308609338	-0.017220399186417865	0.019437423697463027	0.05792036404803349	0.05438972551336857
1615	True	True	0.09968757629394531	0.7809075756154016	10	504	555	556	-9.557321548461914	10.887457728385925	1031.6552735580183	909.7903660413415	None	None	None	None	None	None
1616	False	False	0.05528378486633301	2.2459296166918534	10	504	556	556	-9.502037763595581	10.887457728385925	1031.6583298548874	909.7903660413415	0	0.321951617213451	-0.017089995977689895	0.01958175850429123	0.05781624394239571	0.05429200599364736
1617	False	True	-0.3274414539337158	2.4640163026237474	10	504	557	556	-9.829479217529297	10.887457728385925	1031.7655477606415	909.7903660413415	None	None	None	None	None	None
1618	True	False	-1.3236629962921143	2.103318242083617	10	504	557	557	-9.829479217529297	9.563794732093811	1031.7655477606415	911.5424497690944	0	0.3301672568331972	-0.01764717992375098	0.017170188028893738	0.05771504084059042	0.05424807523103965
1619	False	True	1.1307134628295898	2.1755748575818643	10	504	558	557	-8.698765754699707	9.563794732093811	1033.0440606956656	911.5424497690944	None	None	None	None	None	None
1620	True	False	0.32856476306915283	3.603132384663766	10	504	558	558	-8.698765754699707	9.892359495162964	1033.0440606956656	911.6504045726251	0	0.3368322866865211	-0.015589185940322055	0.017728242822872695	0.05764826205007691	0.05415364464948313
1621	False	True	-0.738653302192688	1.2366829978324887	10	504	559	558	-9.437419056892395	9.892359495162964	1033.5896693965058	911.6504045726251	None	None	None	None	None	None
1622	True	False	0.03273475170135498	1.471201451535947	10	504	559	559	-9.437419056892395	9.925094246864319	1033.5896693965058	911.6514761365943	0	0.3304982006412104	-0.01688268167601502	0.01775508809814726	0.05755957790393188	0.05405668857928135
1623	True	True	-0.4217771291732788	1.9968283388938204	10	504	559	560	-9.437419056892395	9.50331711769104	1033.5896693965058	911.8293720832878	None	None	None	None	None	None
1624	False	False	1.1324412822723389	1.6726205845465643	10	504	560	560	-8.304977774620056	9.50331711769104	1034.8720926543003	911.8293720832878	0	0.3434065785682934	-0.014830317454678672	0.016970209138734	0.05749334474083413	0.05396578038305441
1625	False	True	-0.4051849842071533	2.8932967497030972	10	504	561	560	-8.71016275882721	9.50331711769104	1035.0362675257272	911.8293720832878	None	None	None	None	None	None
1626	True	False	1.1208391189575195	0.6051416379071952	10	504	561	561	-8.71016275882721	10.62415623664856	1035.0362675257272	913.0856524138733	0	0.33084633254816476	-0.015526136825003938	0.018937889904899394	0.05739498754196187	0.053905423375735825
1627	False	True	-1.009101152420044	0.6940143257212981	10	504	562	561	-9.719263911247253	10.62415623664856	1036.054552661543	913.0856524138733	None	None	None	None	None	None
1628	True	False	-1.8413870334625244	0.7359403624013225	10	504	562	562	-9.719263911247253	8.782769203186035	1036.054552661543	916.4763586208771	0	0.3378759874076446	-0.017294063899016464	0.015627703208516076	0.05732004086033661	0.0539111407687292
1629	True	True	1.706963300704956	1.1424240909158812	10	504	562	563	-9.719263911247253	10.489732503890991	1036.054552661543	919.3900823308309	None	None	None	None	None	None
1630	False	False	0.42621123790740967	1.4539575729060772	10	504	563	563	-9.293052673339844	10.489732503890991	1036.2362086808616	919.3900823308309	0	0.32748461569942827	-0.016506310254600077	0.01863185169430016	0.05722356094721785	0.05389908420852042
1631	True	True	-1.6749321222305298	1.1909326075057294	10	504	563	564	-9.293052673339844	8.814800381660461	1036.2362086808616	922.1954799449104	None	None	None	None	None	None
1632	False	False	1.0293657779693604	1.1483044806316798	10	504	564	564	-8.263686895370483	8.814800381660461	1037.295802585716	922.1954799449104	0	0.3499711302986679	-0.014651927119451211	0.01562907869088734	0.05715210262765325	0.05388716091225082
1633	True	True	0.3773534297943115	0.43250742854212376	10	504	564	565	-8.263686895370483	9.192153811454773	1037.295802585716	922.3378755558879	None	None	None	None	None	None
1634	False	False	-1.5193850994110107	1.8031368340487575	10	504	565	565	-9.783071994781494	9.192153811454773	1039.6043336660282	922.3378755558879	0	0.33434840537572086	-0.017315171672179636	0.016269298781335883	0.05711298766473093	0.05379551061626763
1635	True	True	0.9875583648681641	3.0297797043483854	10	504	565	566	-9.783071994781494	10.179712176322937	1039.6043336660282	923.313147079909	None	None	None	None	None	None
1636	False	False	1.6607812643051147	3.4011641154749412	10	504	566	566	-8.12229073047638	10.179712176322937	1042.3625280738952	923.313147079909	0	0.3400369734273031	-0.014350336979640246	0.01798535720198399	0.05708903116885787	0.05372779376295143
1637	False	True	-2.239892363548279	1.6503967918057612	10	504	567	566	-10.362183094024658	10.179712176322937	1047.379645874177	923.313147079909	None	None	None	None	None	None
1638	True	False	1.071728229522705	1.1807967108460389	10	504	567	567	-10.362183094024658	11.251440405845642	1047.379645874177	924.4617484778648	0	0.3134048886178704	-0.01827545519228335	0.01984381023958667	0.05712326922077223	0.053665141314388
1639	False	True	-0.30174779891967773	0.7897833979876623	10	504	568	567	-10.663930892944336	11.251440405845642	1047.4706976083298	924.4617484778648	None	None	None	None	None	None
1640	True	False	0.6632810831069946	1.215144074524929	10	504	568	568	-10.663930892944336	11.914721488952637	1047.4706976083298	924.9016902730725	0	0.3057735107181712	-0.018774526219972422	0.020976622339705348	0.05702479533240713	0.0535825530906786
1641	False	True	-0.39174795150756836	1.0004970728227534	10	504	569	568	-11.055678844451904	11.914721488952637	1047.6241640658402	924.9016902730725	None	None	None	None	None	None
1642	True	False	0.4316990375518799	1.34832479333258	10	504	569	569	-11.055678844451904	12.346420526504517	1047.6241640658402	925.0880543320957	0	0.29932383075946295	-0.019430015543852205	0.02169845435238052	0.056928261663979046	0.05349317089535642
1643	True	True	-0.958808422088623	2.4314095486498957	10	504	569	570	-11.055678844451904	11.387612104415894	1047.6241640658402	926.0073679223638	None	None	None	None	None	None
1644	False	False	0.005273699760437012	1.673960858685362	10	504	570	570	-11.050405144691467	11.387612104415894	1047.6241918777496	926.0073679223638	0	0.3069397912114229	-0.01938667569244117	0.019978266849852443	0.056828316284244174	0.053426940383792754
1645	False	True	-0.44765591621398926	1.6513934643099333	10	504	571	570	-11.498061060905457	11.387612104415894	1047.824587697071	926.0073679223638	None	None	None	None	None	None
1646	True	False	1.6191003322601318	1.4788275620044828	10	504	571	571	-11.498061060905457	13.006712436676025	1047.824587697071	928.6288538082886	0	0.290943571661148	-0.02013670938862602	0.022778830887348556	0.056733662821976866	0.05340677004202951
1647	True	True	-0.69482421875	1.348717019944047	10	504	571	572	-11.498061060905457	12.311888217926025	1047.824587697071	929.1116345032501	None	None	None	None	None	None
1648	False	False	1.3230665922164917	1.1006436294151882	10	504	572	572	-10.174994468688965	12.311888217926025	1049.5750929045103	929.1116345032501	0	0.30678003319044556	-0.01778845186833735	0.021524280101269274	0.056683053773281075	0.05332807859104554
1649	True	True	1.4801571369171143	0.7477106822301778	10	504	572	573	-10.174994468688965	13.79204535484314	1049.5750929045103	931.3024996532167	None	None	None	None	None	None
1650	False	False	-3.1624614000320435	2.216555652156117	10	504	573	573	-13.337455868721008	13.79204535484314	1059.5762550112029	931.3024996532167	0	0.2717904737181329	-0.02327653729270682	0.024069887181227118	0.05684956566812733	0.0532957576646779
1651	True	True	0.3070411682128906	0.41570950818129404	10	504	573	574	-13.337455868721008	14.09908652305603	1059.5762550112029	931.3967739321943	None	None	None	None	None	None
1652	False	False	-0.9076464176177979	0.8080215592966056	10	504	574	574	-14.245102286338806	14.09908652305603	1060.4000770306172	931.3967739321943	0	0.2628896341932694	-0.024817251369928232	0.024562868507066255	0.05677134871202996	0.053205110843536144
1653	True	True	1.2470893859863281	0.8186296828656623	10	504	574	575	-14.245102286338806	15.346175909042358	1060.4000770306172	932.952005868834	None	None	None	None	None	None
1654	False	False	-0.5254000425338745	1.1302623076832248	10	504	575	575	-14.77050232887268	15.346175909042358	1060.6761222353118	932.952005868834	0	0.2502074845025686	-0.025687830137169878	0.02668900158094323	0.05667921625927473	0.053155037928026526
1655	False	True	0.5334857702255249	2.5039879646810306	10	504	576	575	-14.237016558647156	15.346175909042358	1060.960729302345	932.952005868834	None	None	None	None	None	None
1656	True	False	0.2206254005432129	1.688724734155926	10	504	576	576	-14.237016558647156	15.566801309585571	1060.960729302345	933.0006814361989	0	0.25245594388736803	-0.0247170426365402	0.027025696718030505	0.056589056837298916	0.05306374282399757
1657	False	True	-0.81494140625	0.9045467224751746	10	504	577	576	-15.051957964897156	15.566801309585571	1061.6248587979658	933.0006814361989	None	None	None	None	None	None
1658	True	False	1.0978318452835083	0.6178546932785167	10	504	577	577	-15.051957964897156	16.66463315486908	1061.6248587979658	934.2059161967175	0	0.239083941029045	-0.026086582261520202	0.02888151326667085	0.056507495890485634	0.05300419657698776
1659	True	True	-1.0128122568130493	1.622774315310565	10	504	577	578	-15.051957964897156	15.65182089805603	1061.6248587979658	935.2317048642683	None	None	None	None	None	None
1660	False	False	-0.6664748191833496	1.7077807648194039	10	504	578	578	-15.718432784080505	15.65182089805603	1062.0690474825712	935.2317048642683	0	0.24157400735892293	-0.027194520387682535	0.02707927491013154	0.05642052675968427	0.05294309827911929
1661	True	True	0.2852442264556885	1.3956294915952299	10	504	578	579	-15.718432784080505	15.937065124511719	1062.0690474825712	935.3130691329945	None	None	None	None	None	None
1662	False	False	0.27625012397766113	1.372996557204317	10	504	579	579	-15.442182660102844	15.937065124511719	1062.1453616135689	935.3130691329945	0	0.24151953037203588	-0.02667043637323462	0.027525155655460654	0.0563254359275359	0.05285346111875982
1663	True	True	-0.628105640411377	0.5174680585273563	10	504	579	580	-15.442182660102844	15.308959484100342	1062.1453616135689	935.7075858285111	None	None	None	None	None	None
1664	False	False	2.0218260288238525	1.3952968132982164	10	504	580	580	-13.420356631278992	15.308959484100342	1066.2331421043987	935.7075858285111	0	0.260611938588609	-0.02313854591599826	0.026394757731207485	0.05633905518132115	0.05277436340917281
1665	True	True	-1.6207515001296997	1.420084426595011	10	504	580	581	-13.420356631278992	13.688207983970642	1066.2331421043987	938.3344212536838	None	None	None	None	None	None
1666	False	False	-0.035878777503967285	1.288789851182699	10	504	581	581	-13.456235408782959	13.688207983970642	1066.234429391074	938.3344212536838	0	0.27236671155890935	-0.02316047402544399	0.02355973835451057	0.05624200674804456	0.05275967579204782
1667	False	True	2.1746482849121094	1.4028433150297417	10	504	582	581	-11.28158712387085	13.688207983970642	1070.9635245541451	938.3344212536838	None	None	None	None	None	None
1668	True	False	-1.7726272344589233	2.276214362194864	10	504	582	582	-11.28158712387085	11.915580749511719	1070.9635245541451	941.4766285660291	0	0.3027273897490679	-0.019384170315929296	0.020473506442459998	0.056272140671014464	0.05275928959376021
1669	True	True	2.2750879526138306	0.9296888884856145	10	504	582	583	-11.28158712387085	14.19066870212555	1070.9635245541451	946.6526537581578	None	None	None	None	None	None
1670	False	False	-2.209599733352661	1.5876698115547185	10	504	583	583	-13.49118685722351	14.19066870212555	1075.8458555357772	946.6526537581578	0	0.26930322015335567	-0.0231409723108465	0.02434076964344005	0.05630101609722767	0.05281050399072335
1671	False	True	1.371084213256836	0.6060370815295073	10	504	584	583	-12.120102643966675	14.19066870212555	1077.7257274556193	946.6526537581578	None	None	None	None	None	None
1672	True	False	-1.1339553594589233	0.8897213501708308	10	504	584	584	-12.120102643966675	13.056713342666626	1077.7257274556193	947.9385085154033	0	0.28813854455202814	-0.020753600417751157	0.022357385860730526	0.05625520832393366	0.05275729282897387
1673	True	True	-0.2062208652496338	1.340909558641357	10	504	584	585	-12.120102643966675	12.850492477416992	1077.7257274556193	947.9810355606678	None	None	None	None	None	None
1674	False	False	-0.7723146677017212	1.463797594425742	10	504	585	585	-12.892417311668396	12.850492477416992	1078.3221974015667	947.9810355606678	0	0.2838952306497731	-0.022038320190886147	0.021966653807550415	0.05617365625876687	0.05266848159387772
1675	True	True	0.866797685623169	2.1671096663453113	10	504	585	586	-12.892417311668396	13.717290163040161	1078.3221974015667	948.7323737884694	None	None	None	None	None	None
1676	False	False	-0.0385056734085083	1.7562433971049387	10	504	586	586	-12.930922985076904	13.717290163040161	1078.3236800884513	948.7323737884694	0	0.27716170242909255	-0.022066421476240453	0.023408344988123143	0.056077721886818484	0.05259828852761318
1677	False	True	0.7364349365234375	2.5473789361363117	10	504	587	586	-12.194488048553467	13.717290163040161	1078.8660165041836	948.7323737884694	None	None	None	None	None	None
1678	True	False	-0.9061912298202515	1.4908980510798102	10	504	587	587	-12.194488048553467	12.81109893321991	1078.8660165041836	949.5535563334724	0	0.2895651682460879	-0.02077425561934151	0.02182470005659269	0.055997018376851566	0.05253248252750301
1679	False	True	-0.3544631004333496	0.8331692949234366	10	504	588	587	-12.548951148986816	12.81109893321991	1078.9916605937524	949.5535563334724	None	None	None	None	None	None
1680	True	False	1.8972171545028687	2.915071950175772	10	504	588	588	-12.548951148986816	14.708316087722778	1078.9916605937524	953.1529892648125	0	0.27290350571659194	-0.021341753654739483	0.025014143006331254	0.05590458469819059	0.05253996252701881
1681	True	True	-1.515586495399475	2.317586704275172	10	504	588	589	-12.548951148986816	13.192729592323303	1078.9916605937524	955.4499916898499	None	None	None	None	None	None
1682	False	False	0.5010067224502563	0.6035158739617401	10	504	589	589	-12.04794442653656	13.192729592323303	1079.2426683296926	955.4499916898499	0	0.2880778348673977	-0.020454914136734396	0.022398522228053146	0.055816635278310885	0.05251586234350601
1683	True	True	-0.5311621427536011	0.873351015153915	10	504	589	590	-12.04794442653656	12.661567449569702	1079.2426683296926	955.7321249117444	None	None	None	None	None	None
1684	False	False	-0.04149436950683594	1.4451798592198202	10	504	590	590	-12.089438796043396	12.661567449569702	1079.2443901123934	955.7321249117444	0	0.29180293167204857	-0.020490574230582027	0.021460283812830005	0.05572196191288869	0.052435171611191336
1685	True	True	-0.6098928451538086	1.3782904393436866	10	504	590	591	-12.089438796043396	12.051674604415894	1079.2443901123934	956.1040941943143	None	None	None	None	None	None
1686	False	False	1.2987698316574097	1.4698775772076402	10	504	591	591	-10.790668964385986	12.051674604415894	1080.9311931880168	956.1040941943143	0	0.30656965810168807	-0.01825832312078847	0.020392004406795082	0.05567236822059897	0.05235727316106745
1687	False	True	0.4468848705291748	1.135244536101112	10	504	592	591	-10.343784093856812	12.051674604415894	1081.1308992755246	956.1040941943143	None	None	None	None	None	None
1688	True	False	-2.7647169828414917	2.2888239984235526	10	504	592	592	-10.343784093856812	9.286957621574402	1081.1308992755246	963.7477541895262	0	0.332263466116064	-0.01747260826665002	0.015687428414821625	0.05558380108147437	0.052480053290309275
1689	True	True	2.716279149055481	1.9649599892430416	10	504	592	593	-10.343784093856812	12.003236770629883	1081.1308992755246	971.1259266051197	None	None	None	None	None	None
1690	False	False	-0.3733103275299072	0.6522754350158095	10	504	593	593	-10.717094421386719	12.003236770629883	1081.2702598761653	971.1259266051197	0	0.3081811260855759	-0.01807267187417659	0.020241545987571472	0.055493233113449114	0.05258903963617027
1691	True	True	-0.7508009672164917	2.812837549458024	10	504	593	594	-10.717094421386719	11.252435803413391	1081.2702598761653	971.6896286974929	None	None	None	None	None	None
1692	False	False	-1.3123924732208252	2.335257757613789	10	504	594	594	-12.029486894607544	11.252435803413391	1082.9926338799319	971.6896286974929	0	0.30393620376536756	-0.020251661438733238	0.018943494618541064	0.055442566983041744	0.05251647568932992
1693	True	True	0.5616989135742188	1.2325638326860826	10	504	594	595	-12.029486894607544	11.81413471698761	1082.9926338799319	972.0051343670034	None	None	None	None	None	None
1694	False	False	-0.5587985515594482	0.7416829664284137	10	504	595	595	-12.588285446166992	11.81413471698761	1083.3048897011568	972.0051343670034	0	0.2953819864720236	-0.021156782262465534	0.019855688599979177	0.05535670793647299	0.052436073412716486
1695	True	True	2.6545798778533936	2.6888250609037527	10	504	595	596	-12.588285446166992	14.468714594841003	1083.3048897011568	979.0519286949075	None	None	None	None	None	None
1696	False	False	-0.9790530204772949	1.5851677810776437	10	504	596	596	-13.567338466644287	14.468714594841003	1084.2634345180625	979.0519286949075	0	0.2687450752525461	-0.02276399071584612	0.024276366769867455	0.05528711539019428	0.05253434628989796
1697	False	True	-0.28736281394958496	0.45193751028403994	10	504	597	596	-13.854701280593872	14.468714594841003	1084.3460119049034	979.0519286949075	None	None	None	None	None	None
1698	True	False	0.6853811740875244	1.1827127615387667	10	504	597	597	-13.854701280593872	15.154095768928528	1084.3460119049034	979.521676048701	0	0.26176084407358713	-0.023207204825115364	0.025383745006580447	0.05519620895255255	0.0524579648172025
1699	False	True	1.4559470415115356	1.6811836050210758	10	504	598	597	-12.398754239082336	15.154095768928528	1086.4657936925896	979.521676048701	None	None	None	None	None	None
1700	True	False	-1.0369532108306885	1.4867562384670805	10	504	598	598	-12.398754239082336	14.11714255809784	1086.4657936925896	980.596948010153	0	0.28006532097061576	-0.02073370274094036	0.023607261802839195	0.05515931766969919	0.05240029096790179
1701	True	True	0.17010760307312012	1.0067924407112798	10	504	598	599	-12.398754239082336	14.28725016117096	1086.4657936925896	980.6258846067763	None	None	None	None	None	None
1702	False	False	-0.95191490650177	1.500275530839886	10	504	599	599	-13.350669145584106	14.28725016117096	1087.3719356818099	980.6258846067763	0	0.2718692614019562	-0.022288262346551097	0.023851836663056694	0.05508909343653004	0.05231330992726953
1703	True	True	0.8120614290237427	1.48404793239321	10	504	599	600	-13.350669145584106	15.099311590194702	1087.3719356818099	981.2853283712843	None	None	None	None	None	None
1704	False	False	-2.691367506980896	1.8918944443788206	10	504	600	600	-16.042036652565002	15.099311590194702	1094.6153947394428	981.2853283712843	0	0.24735187174418072	-0.026736727754275005	0.02516551931699117	0.055176816080278905	0.05224256772986932
1705	False	True	1.2768949270248413	1.422489714660074	10	504	601	600	-14.765141725540161	15.099311590194702	1096.2458553941044	981.2853283712843	None	None	None	None	None	None
1706	True	False	-0.6597074270248413	0.9534256393271363	10	504	601	601	-14.765141725540161	14.43960416316986	1096.2458553941044	981.7205422605562	0	0.2610677249014782	-0.02456762350339461	0.024025963665840033	0.055127621584281174	0.05216801690645576
1707	True	True	0.5115625858306885	0.29961780464174126	10	504	601	602	-14.765141725540161	14.95116674900055	1096.2458553941044	981.9822385397779	None	None	None	None	None	None
1708	False	False	0.6814358234405518	0.8500147340366198	10	504	602	602	-14.08370590209961	14.95116674900055	1096.7102101755727	981.9822385397779	0	0.26231538679915767	-0.023394860302491046	0.02483582516445274	0.05504846508260106	0.05208758324932626
1709	False	True	0.7232223749160767	0.6737279124316302	10	504	603	602	-13.360483527183533	14.95116674900055	1097.2332607791518	981.9822385397779	None	None	None	None	None	None
1710	True	False	0.2865138053894043	1.903796686594859	10	504	603	603	-13.360483527183533	15.237680554389954	1097.2332607791518	982.0643287004566	0	0.2654729586090374	-0.022156689099806854	0.025269785330663274	0.05497104436402283	0.052002941481446914
1711	True	True	-1.066006064414978	1.5565931913202036	10	504	603	604	-13.360483527183533	14.171674489974976	1097.2332607791518	983.200697629826	None	None	None	None	None	None
1712	False	False	0.41810572147369385	1.1626401263089434	10	504	604	604	-12.942377805709839	14.171674489974976	1097.408073173481	983.200697629826	0	0.27630434466136483	-0.02142777782402291	0.023463037235057906	0.05488479769304532	0.05194820118185529
1713	False	True	-1.9834667444229126	1.3505568367152847	10	504	605	604	-14.925844550132751	14.171674489974976	1101.3422134997127	983.200697629826	None	None	None	None	None	None
1714	True	False	3.314863443374634	2.068952037767815	10	504	605	605	-14.925844550132751	17.48653793334961	1101.3422134997127	994.1890172780475	0	0.2396615775559673	-0.024670817438235952	0.02890336848487539	0.054889891342768095	0.052146828923842835
1715	True	True	-2.3138283491134644	2.1888455809925773	10	504	605	606	-14.925844550132751	15.172709584236145	1101.3422134997127	999.5428189072086	None	None	None	None	None	None
1716	False	False	1.593173861503601	1.9023876001491118	10	504	606	606	-13.33267068862915	15.172709584236145	1103.880416452691	999.5428189072086	0	0.2673195011851054	-0.022001106746912788	0.025037474561445783	0.05486423208132427	0.052204045268094225
1717	True	True	-1.478759765625	1.278742221400762	10	504	606	607	-13.33267068862915	13.693949818611145	1103.880416452691	1001.7295493516399	None	None	None	None	None	None
1718	False	False	1.3669332265853882	1.0696241476232586	10	504	607	607	-11.965737462043762	13.693949818611145	1105.7489228986342	1001.7295493516399	0	0.2882835874092746	-0.01971291179908363	0.02256004912456531	0.05482154588909547	0.05217681986823772
1719	True	True	-2.3959470987319946	2.419731118283792	10	504	607	608	-11.965737462043762	11.29800271987915	1105.7489228986342	1007.4701118515623	None	None	None	None	None	None
1720	False	False	2.3266011476516724	2.7625554770217065	10	504	608	608	-9.63913631439209	11.29800271987915	1111.1619957988883	1007.4701118515623	0	0.3247618916488598	-0.01585384262235541	0.01858224131559071	0.05486718616934232	0.052242589482449434
1721	False	True	-0.27422797679901123	1.360034130236997	10	504	609	608	-9.913364291191101	11.29800271987915	1111.2371967821475	1007.4701118515623	None	None	None	None	None	None
1722	True	False	-1.0242290496826172	1.865400127475624	10	504	609	609	-9.913364291191101	10.273773670196533	1111.2371967821475	1008.519156997776	0	0.33068275601183017	-0.016278102284386045	0.016869907504427805	0.054778661143198536	0.05218483556953004
1723	True	True	-0.14840781688690186	1.5725981622264413	10	504	609	610	-9.913364291191101	10.125365853309631	1111.2371967821475	1008.5411818778891	None	None	None	None	None	None
1724	False	False	1.9095408916473389	2.150786434429989	10	504	610	610	-8.003823399543762	10.125365853309631	1114.8835431990208	1008.5411818778891	0	0.34714777668739927	-0.013121021966465184	0.01659896041526169	0.05477983667820763	0.052099920960215235
1725	False	True	-0.9582710266113281	0.8917997028104026	10	504	611	610	-8.96209442615509	10.125365853309631	1115.8018265594635	1008.5411818778891	None	None	None	None	None	None
1726	True	False	0.05860292911529541	0.4894147074150652	10	504	611	611	-8.96209442615509	10.183968782424927	1115.8018265594635	1008.5446161811901	0	0.33907474555624584	-0.014667912317766105	0.016667706681546525	0.05471197940549908	0.052014626577074306
1727	False	True	-0.1393066644668579	0.7772322447951439	10	504	612	611	-9.101401090621948	10.183968782424927	1115.8212329062285	1008.5446161811901	None	None	None	None	None	None
1728	True	False	-0.3269721269607544	0.6568078772085215	10	504	612	612	-9.101401090621948	9.856996655464172	1115.8212329062285	1008.6515269529993	0	0.3405692310963716	-0.014871570409512987	0.016106203685398973	0.0546228872533161	0.05193260142181021
1729	True	True	-0.790703535079956	0.6867332500058296	10	504	612	613	-9.101401090621948	9.066293120384216	1115.8212329062285	1009.2767390333872	None	None	None	None	None	None
1730	False	False	2.157705307006836	2.4333093932693544	10	504	613	613	-6.943695783615112	9.066293120384216	1120.4769250981142	1009.2767390333872	0	0.3644563373934946	-0.011327399320742434	0.014790037716776862	0.05464875428195251	0.05186451630778274
1731	False	True	-2.088037133216858	3.7008773420060237	10	504	614	613	-9.03173291683197	9.066293120384216	1124.8368241678065	1009.2767390333872	None	None	None	None	None	None
1732	True	False	1.9501173496246338	3.669118115580119	10	504	614	614	-9.03173291683197	11.01641047000885	1124.8368241678065	1013.0796967106942	0	0.3324476228599601	-0.014709662730996694	0.017942036596105618	0.05466441330332268	0.051875824505743184
1733	False	True	-1.590351939201355	1.5191798686767726	10	504	615	614	-10.622084856033325	11.01641047000885	1127.366043458328	1013.0796967106942	None	None	None	None	None	None
1734	True	False	0.61669921875	1.6015201144003868	10	504	615	615	-10.622084856033325	11.63310968875885	1127.366043458328	1013.460014637101	0	0.3154258530165055	-0.017271682692737114	0.018915625510176993	0.05463555903202293	0.051800554968165706
1735	False	True	0.3286921977996826	1.6214804786629315	10	504	616	615	-10.293392658233643	11.63310968875885	1127.4740820192224	1013.460014637101	None	None	None	None	None	None
1736	True	False	-1.0779786109924316	1.262641243402527	10	504	616	616	-10.293392658233643	10.555131077766418	1127.4740820192224	1014.6220525228582	0	0.3263478270864473	-0.016710053016613057	0.017134953048322108	0.054549684108408575	0.05174704131225703
1737	True	True	-0.5368168354034424	1.7535149886512613	10	504	616	617	-10.293392658233643	10.018314242362976	1127.4740820192224	1014.9102248376307	None	None	None	None	None	None
1738	False	False	-0.2561328411102295	1.3513214795253248	10	504	617	617	-10.549525499343872	10.018314242362976	1127.5396860515177	1014.9102248376307	0	0.32854824238214403	-0.01709809643329639	0.016237138156179862	0.05446258360201107	0.05167090509199869
1739	True	True	1.0733981132507324	1.206060759275374	10	504	617	618	-10.549525499343872	11.091712355613708	1127.5396860515177	1016.062408347161	None	None	None	None	None	None
1740	False	False	1.9711135625839233	1.1789262337878341	10	504	618	618	-8.578411936759949	11.091712355613708	1131.42497472812	1016.062408347161	0	0.335764285202945	-0.013880925464012862	0.017947754620734155	0.05446947710634535	0.05161558142161874
1741	False	True	-1.7050197124481201	1.5681479326898113	10	504	619	618	-10.283431649208069	11.091712355613708	1134.3320669479567	1016.062408347161	None	None	None	None	None	None
1742	True	False	1.698310375213623	1.2177919974616316	10	504	619	619	-10.283431649208069	12.790022730827332	1134.3320669479567	1018.9466664777192	0	0.3096796417447899	-0.016612975200659238	0.020662395364826062	0.05444999401322456	0.05160358073734991
1743	True	True	-2.776816248893738	1.6158924913427342	10	504	619	620	-10.283431649208069	10.013206481933594	1134.3320669479567	1026.6573749578397	None	None	None	None	None	None
