self.step_no	last_rec.d_sum_lo	last_rec.d_sqr_sum_lo	last_rec.d_sum_hi	last_rec.d_sqr_sum_hi	last_rec.n	self.evaluation_start_index	n	s[0]	s[1]	s2[0]	s2[1]	decision	p_value	d0	d1	math.sqrt(s0)	math.sqrt(s1)
194	0.08672857284545898	0.023602486091135688	0.09379911422729492	0.02409992477225842	10	0	195	16.90607261657715	17.737579584121704	19.18983662798803	19.17931540346288	0	0.44289019514055433	0.08154679082103611	0.08583290921044104	0.021132140084929113	0.021037328675476263
195	-0.05226588249206543	0.005339511614408821	-0.045166015625	0.005296073337376583	10	0	196	16.853806734085083	17.692413568496704	19.192568350460704	19.181355372430318	0	0.4424349479925093	0.08086057198353302	0.08516111985231058	0.021034687137416515	0.020939945737327638
196	-0.04998040199279785	0.014079584638068354	-0.0463864803314209	0.014140193400578482	10	0	197	16.803826332092285	17.646027088165283	19.195066391044065	19.183507077987855	0	0.4422185090661852	0.08019301599385786	0.08448995862688337	0.020937736644030695	0.020843643770049422
197	0.12197256088256836	0.0053922910019537085	0.13355493545532227	0.0056413885429265065	10	0	198	16.925798892974854	17.779582023620605	19.209943696652317	19.20134399877233	0	0.4414322340276696	0.0804050949019224	0.08473901942296681	0.020832262127818607	0.020739064130242728
198	-0.07573270797729492	0.014941026195629092	-0.0703420639038086	0.014967196510269787	10	0	199	16.85006618499756	17.709239959716797	19.21567913970989	19.206292004726578	0	0.44110640216163	0.07961652013990614	0.08395578162838714	0.020741777343864804	0.02064891545093304
199	0.02830064296722412	0.008631242477989076	0.03615236282348633	0.008598935272289054	10	0	200	16.878366827964783	17.745392322540283	19.21648006610225	19.2075989980643	0	0.44057556046682794	0.07935865141039518	0.08371556344343789	0.020638895106766697	0.020546294336634553
200	0.13394570350646973	0.0038546641921470837	0.13928699493408203	0.003975489968524926	10	0	201	17.012312531471252	17.884679317474365	19.234421517590093	19.226999865022066	0	0.4402166494745059	0.07963158667087555	0.08399342060089111	0.02053725504959829	0.020445192918089397
201	0.1686720848083496	0.011262965512287337	0.17035174369812012	0.011431821435905931	10	0	202	17.180984616279602	18.055031061172485	19.262871789783688	19.256019581603056	0	0.44011508818228423	0.08007457422379831	0.08442306399938479	0.020439625204898216	0.020347757716448405
202	-0.2210555076599121	0.031267451312601224	-0.2193467617034912	0.031406947555240095	10	0	203	16.95992910861969	17.835684299468994	19.31173732725047	19.304132583472864	0	0.44015941423433874	0.07858383124417598	0.08291925298105372	0.020392748087220327	0.020302545959010918
203	0.014726877212524414	0.023901221639050618	0.018290996551513672	0.024281750984641803	10	0	204	16.974655985832214	17.853975296020508	19.311954208162902	19.30446714402771	0	0.4399240926319752	0.07826926496815799	0.08260088718583432	0.020294480592149517	0.020204794251608964
204	-0.11956024169921875	0.01630464549793942	-0.11069345474243164	0.015737942897771973	10	0	205	16.855095744132996	17.743281841278076	19.326248859558078	19.316720184950526	0	0.43939010126379613	0.07729951248449438	0.08165336590187222	0.020218023172100582	0.020127821940079622
205	-0.028301239013671875	0.00986867502831501	-0.023037195205688477	0.009729694267946343	10	0	206	16.826794505119324	17.720244646072388	19.327049819687787	19.31725089731347	0	0.4390525143277059	0.07678438686743015	0.0811426802379329	0.020125750430821383	0.0200359061622454
206	0.02656269073486328	0.007342546588688492	0.026504039764404297	0.007345926265543312	10	0	207	16.853357195854187	17.746748685836792	19.327755396226863	19.317953361437304	0	0.43906049103945766	0.07654059222600992	0.08087744411912937	0.020029298101545273	0.019940171366808708
207	-0.2772557735443115	0.026117327446115723	-0.2728224992752075	0.02595144575361985	10	0	208	16.576101422309875	17.473926186561584	19.404626160190517	19.392385477548075	0	0.43898264985893665	0.07483143103871369	0.07916874874041276	0.020005447979835347	0.01991703861843675
208	-0.13950204849243164	0.006588552509697365	-0.1359570026397705	0.006394422519122145	10	0	209	16.436599373817444	17.337969183921814	19.424086981724102	19.410869784114865	0	0.43882463591777465	0.07380098161789087	0.07813449032031573	0.019935684722987807	0.01984801768456006
209	-0.10132813453674316	0.01681576202048518	-0.09519541263580322	0.016458120902839823	10	0	210	16.3352712392807	17.24277377128601	19.4343543725728	19.419931950701766	0	0.4384649464363126	0.072963043263084	0.07730516064109985	0.019857756508961558	0.019770224999649626
210	0.026757478713989258	0.009784450872245998	0.031181693077087402	0.009685737169448316	10	0	211	16.36202871799469	17.273955464363098	19.435070335239928	19.42090424868492	0	0.4381702974593267	0.07274301676523118	0.07708552508127121	0.019764194309882188	0.019677081669179555
211	-0.2921680212020874	0.013939474894598902	-0.285068154335022	0.01335416062353545	10	0	212	16.069860696792603	16.988887310028076	19.52043248785307	19.502168101300896	0	0.43792871133545885	0.07101358056633393	0.07536915693237883	0.019746182796589226	0.019658673366574904
212	-0.19672858715057373	0.03208283212366325	-0.1932617425918579	0.031813938931705366	10	0	213	15.873132109642029	16.79562556743622	19.559134624855332	19.539518202450537	0	0.43782379119278664	0.06975064581295229	0.07410203004783054	0.019693357424089303	0.019606712309299223
213	0.03524494171142578	0.006639417133669667	0.0396881103515625	0.006788341513242813	10	0	214	15.908377051353455	16.83531367778778	19.560376830771574	19.541093348553815	0	0.4375280359480236	0.06958864720214701	0.073940462349726	0.019601351730201454	0.019515113745335336
214	-0.14880895614624023	0.008344909031052339	-0.14702200889587402	0.00822119040680036	10	0	215	15.759568095207214	16.688291668891907	19.582520936200908	19.562708819653594	0	0.4374938701937979	0.06856809765379006	0.07290792743736338	0.01953621599561971	0.01945113219423875
215	0.10408210754394531	0.019739087803941402	0.1111915111541748	0.02002474232943996	10	0	216	15.86365020275116	16.79948318004608	19.593354021311697	19.575072371806343	0	0.43702096605915314	0.06873327909513961	0.07308599061744157	0.01944583914379926	0.019361269261139277
216	-0.11033153533935547	0.008690943328360845	-0.10599565505981445	0.008519401270973503	10	0	217	15.753318667411804	16.693487524986267	19.605527069002036	19.586307450697902	0	0.43678849816818704	0.06790427532460955	0.07225690892449131	0.019373347796666454	0.019289251139640504
217	0.0016105175018310547	0.012713189846465411	0.008690357208251953	0.012598535726965565	10	0	218	15.754929184913635	16.70217788219452	19.60552966276866	19.58638297300631	0	0.4363233375943172	0.06759877413648614	0.07196397550644414	0.019286282805285063	0.01920238930215679
218	-0.01604485511779785	0.00645154936620429	-0.012480497360229492	0.00655717354089802	10	0	219	15.738884329795837	16.68969738483429	19.60578710014441	19.586538735820668	0	0.43609777727955534	0.06721508776376006	0.0715766155391658	0.019201443595496345	0.019118026637679735
219	0.09269571304321289	0.006253975481513407	0.09794950485229492	0.006421547753575396	10	0	220	15.83158004283905	16.787646889686584	19.614379595361	19.596132841321477	0	0.4357481354314333	0.06733143765088086	0.07169703969128055	0.019113918798576483	0.019030910503951875
220	0.13316404819488525	0.0163111359430701	0.13680684566497803	0.016526875812147068	10	0	221	15.964744091033936	16.924453735351562	19.63211225909265	19.61484895434228	0	0.43551248421892097	0.06763067678971724	0.07199299335479736	0.01902919194224972	0.018946520475762063
221	0.028232336044311523	0.010144619499044438	0.03180670738220215	0.010493798487743788	10	0	222	15.992976427078247	16.956260442733765	19.63290932389117	19.615860620976775	0	0.4352765032541197	0.06745240375467015	0.07181115495673132	0.018943730159456596	0.01886147131804424
222	0.051259398460388184	0.009575804474550864	0.05391573905944824	0.00972600428150372	10	0	223	16.044235825538635	17.010176181793213	19.63553684982169	19.618767527895102	0	0.4350993162636975	0.0673794622893806	0.07173054497521203	0.018858346045802818	0.01877649054927704
223	0.06327080726623535	0.007156327396671713	0.07131803035736084	0.007414866937509146	10	0	224	16.10750663280487	17.081494212150574	19.63954004487381	19.623853789349155	0	0.4345626893872551	0.0673610378273934	0.07172869513387638	0.018773598046294637	0.01869210149212493
224	0.044139862060546875	0.01324590070260001	0.04593682289123535	0.013133693678980762	10	0	225	16.151646494865417	17.12743103504181	19.641488372296536	19.625963981046496	0	0.434443354409251	0.06725737186414855	0.07161355284707886	0.018689886924198085	0.018608823734338514
225	-0.20227503776550293	0.01686808551954755	-0.19600582122802734	0.016609304611279185	10	0	226	15.949371457099915	16.93142521381378	19.68240356319957	19.66438226300177	0	0.43415989459081183	0.06605945004357232	0.07042413340674507	0.01864515742756626	0.018564076087266755
226	-0.05401301383972168	0.019769499921551414	-0.05227494239807129	0.019649773029129847	10	0	227	15.895358443260193	16.87915027141571	19.68532096886362	19.66711493260449	0	0.4340710879280789	0.06552815595559314	0.06988121714212198	0.018570075173658687	0.018489724199741497
227	-0.04635787010192871	0.01609802177227948	-0.04291033744812012	0.0161405615472745	10	0	228	15.849000573158264	16.83623993396759	19.68747002098401	19.668956229664403	0	0.4338649482812344	0.06503526597296089	0.06938433804701079	0.018494656710366913	0.01841479623035466
228	-0.09004878997802734	0.01117230855197704	-0.08835959434509277	0.011351225354076178	10	0	229	15.758951783180237	16.747880339622498	19.695578805560515	19.676763647577232	0	0.4337977412931043	0.06435507274510567	0.06869247869441383	0.018425920076192162	0.018346901284970168
229	0.14785254001617432	0.008894544546208749	0.153145432472229	0.009157752048011503	10	0	230	15.906804323196411	16.901025772094727	19.71743917914975	19.700217171064338	0	0.4334591507158064	0.06471969050611472	0.06906126888558334	0.01834890417323073	0.018270330545286
230	-0.025419950485229492	0.0034859495805790175	-0.02362346649169922	0.0034000483022964545	10	0	231	15.881384372711182	16.877402305603027	19.71808535303242	19.700775239233423	0	0.4333549427196086	0.06432777902354365	0.06865829177524732	0.018273155363282938	0.018195183890272224
231	-0.04342770576477051	0.005080199674978303	-0.03816390037536621	0.004996657317576592	10	0	232	15.837956666946411	16.83923840522766	19.719971318660413	19.702231722525283	0	0.43302698022491465	0.06386130506342108	0.06819585804299359	0.018199857821960107	0.018122146687771987
232	0.02972555160522461	0.00798022298295109	0.03496980667114258	0.007838521299731838	10	0	233	15.867682218551636	16.874208211898804	19.720854927078648	19.7034546099039	0	0.43268091929797015	0.06371416819506678	0.06805264230432181	0.018121837692974915	0.018044433259618197
233	0.14625978469848633	0.016318266558528194	0.15253937244415283	0.01659072065685052	10	0	234	16.013942003250122	17.026747584342957	19.742246851698695	19.726722870049556	0	0.4322774886090984	0.0640684412272703	0.06841524629633826	0.01804737149936927	0.017970481074244593
234	-0.09122085571289062	0.006144434063685367	-0.08063507080078125	0.005662236492867123	10	0	235	15.922721147537231	16.946112513542175	19.750568096215687	19.733224884692603	0	0.43162036295870837	0.06340481175316705	0.06777827912925655	0.01798233011375231	0.017904853022052365
235	-0.12882757186889648	0.006707902981020197	-0.12174701690673828	0.006556200250315669	10	0	236	15.793893575668335	16.824365496635437	19.767164639489323	19.748047220818293	0	0.4312215300404108	0.06258680161009443	0.06697178850782678	0.017924321499035088	0.017846731253184728
236	-0.14162015914916992	0.02437593191086762	-0.13017475605010986	0.024113279141786848	10	0	237	15.652273416519165	16.694190740585327	19.78722090896676	19.764992687931	0	0.43054292937737965	0.06172151787806365	0.06613642179359824	0.017869171616114628	0.017790572001387277
237	0.1132814884185791	0.013813875009503818	0.12035155296325684	0.013830053900790062	10	0	238	15.765554904937744	16.814542293548584	19.800053604585088	19.779477184231666	0	0.43008116082164655	0.06193907049637806	0.06636517762131831	0.017794944424334113	0.017716824143128442
238	-0.04777407646179199	0.013257685476503411	-0.042685747146606445	0.013577162096737538	10	0	239	15.717780828475952	16.771856546401978	19.802335966966865	19.78129925724113	0	0.4297682302843593	0.06147809088731013	0.06590698045842788	0.017726013101265876	0.01764817571521971
239	0.0450587272644043	0.006877959642565656	0.04675793647766113	0.006980738321715307	10	0	240	15.762839555740356	16.81861448287964	19.804366255869553	19.78348556186478	0	0.429656048163255	0.061409390621105495	0.0658268589354958	0.017651823557835542	0.01757436148341709
240	0.13846635818481445	0.02916056381445742	0.14549756050109863	0.02953862026384968	10	0	241	15.901305913925171	16.964112043380737	19.82353918821852	19.80465510197655	0	0.42920389117778196	0.06173046131928762	0.06615882019201914	0.01758105241500674	0.017504129845441186
241	-0.2088470458984375	0.01979759729158559	-0.20885682106018066	0.019796957605592524	10	0	242	15.692458868026733	16.755255222320557	19.867156276799022	19.848276273679915	0	0.42935035942478667	0.06060773307357092	0.06501767645238346	0.017543911543414666	0.017468659857668847
242	-0.08442425727844238	0.015640908470061277	-0.08092832565307617	0.015758165667648427	10	0	243	15.608034610748291	16.67432689666748	19.87428373201604	19.854825667572925	0	0.4291613305755283	0.06000842732831466	0.06441459379905512	0.017481541415506646	0.017406776019331462
243	0.3477439880371094	0.027897942860590774	0.3511326313018799	0.0281900568189144	10	0	244	15.9557785987854	17.02545952796936	19.995209613231992	19.978119792337907	0	0.4291000258684765	0.06119252428596402	0.0655945034184083	0.017449673756805343	0.0173751041746944
244	-0.07574176788330078	0.007125141490178066	-0.07220697402954102	0.007140410196257108	10	0	245	15.8800368309021	16.95325255393982	20.00094642863408	19.98333363943641	0	0.42890454380486065	0.060631318170516216	0.0650297432649331	0.017387070993065044	0.017312962083940602
245	-0.22179675102233887	0.027641780766145985	-0.21639609336853027	0.027077288666816912	10	0	246	15.65824007987976	16.73685646057129	20.050140227398145	20.03016090866157	0	0.42870609895060074	0.059478550541157624	0.06388106638071489	0.01735428685512409	0.017280372349341735
246	-0.02067387104034424	0.0042304918663518265	-0.015429377555847168	0.004416217686596724	10	0	247	15.637566208839417	16.721427083015442	20.05056763634194	20.030398974353332	0	0.4283749688530892	0.0591527276892003	0.06355866620211097	0.017286667864337798	0.017213003123120466
247	0.04245162010192871	0.015787048477648113	0.04789113998413086	0.015867035904079785	10	0	248	15.680017828941345	16.769318222999573	20.052369776391217	20.032692535642312	0	0.42801921321377817	0.059085111869008916	0.06349523492187624	0.017216671881032954	0.017143290558267705
248	0.1172558069229126	0.02504335422311499	0.12164998054504395	0.02490667798275581	10	0	249	15.797273635864258	16.890968203544617	20.06611870064836	20.04749125340892	0	0.42773802173245073	0.059319671123258526	0.06372972986390514	0.01714871350589503	0.017075634657399585
249	0.1836918592453003	0.016034062557096718	0.18701255321502686	0.016105921815224633	10	0	250	15.980965495109558	17.077980756759644	20.099861399801355	20.082464948468925	0	0.42755081053235794	0.059819157822543836	0.06422484160427108	0.017087006366522186	0.017014124962849615
250	0.08825218677520752	0.011988033930393271	0.09441423416137695	0.011949865195788334	10	0	251	16.069217681884766	17.17239499092102	20.10764984827196	20.091378996081204	0	0.42714939696492815	0.059932889938354494	0.06434559917449952	0.017018901118203252	0.016946362059634457
251	0.022402644157409668	0.012665217196186518	0.02853524684906006	0.012705601978794334	10	0	252	16.091620326042175	17.20093023777008	20.108151726737205	20.09219325639394	0	0.4267509732583552	0.059783367046796945	0.06420292844810334	0.016951620573070935	0.016879314607454846
252	0.07694387435913086	0.0034601998645484855	0.08310604095458984	0.00371910517753804	10	0	253	16.168564200401306	17.28403627872467	20.1140720865386	20.099099870437087	0	0.4263486634794127	0.059851464298036366	0.06427794079931956	0.016884355560263176	0.01681236711415874
253	0.15206098556518555	0.015686983073692318	0.15556669235229492	0.016057551649737434	10	0	254	16.32062518596649	17.439602971076965	20.137194629869654	20.12330086620652	0	0.42613618085551336	0.06021592880897371	0.06463876590427203	0.01682143539251178	0.016749670158589778
254	-0.16764569282531738	0.01904549793772503	-0.16324162483215332	0.0187297947545062	10	0	255	16.152979493141174	17.276361346244812	20.165299708192535	20.14994869428436	0	0.4259534032139132	0.05931883581041351	0.06374159901160893	0.016779077078132035	0.016707701586875776
255	0.015732526779174805	0.01043369562881935	0.02104473114013672	0.010547281689810006	10	0	256	16.16871201992035	17.29740607738495	20.165547220591392	20.150391574993122	0	0.4256104086767659	0.05914790910833022	0.06357416031407374	0.016714021264925147	0.016642894505029895
256	0.03426718711853027	0.009267395001472778	0.03606414794921875	0.009304914694325817	10	0	257	16.20297920703888	17.333470225334167	20.16672146070441	20.151692197760426	0	0.4254940511044376	0.059050718788057566	0.06346669932827353	0.01664888778471412	0.016578104015003082
257	0.10873973369598389	0.022723376398758433	0.11231374740600586	0.022535832740118167	10	0	258	16.311718940734863	17.445783972740173	20.178545790388682	20.164306575616806	0	0.42526552663475037	0.059244061258516424	0.06365676566320634	0.016585106585496726	0.01651456555856202
258	-0.04744136333465576	0.006818881126051224	-0.0412600040435791	0.00678317139710316	10	0	259	16.264277577400208	17.404523968696594	20.180796473343733	20.166008963550482	0	0.42488528060748826	0.05883055186086847	0.06325011151705602	0.016525872375083434	0.016455456552420793
259	0.08426809310913086	0.002238864999071666	0.08955097198486328	0.0023563033871596417	10	0	260	16.34854567050934	17.494074940681458	20.187897584859982	20.174028340133916	0	0.4245421213281335	0.058928766305842456	0.06335165924086994	0.01646223524018014	0.016392113384339654
260	0.031171441078186035	0.026733379228417675	0.03653299808502197	0.02681382737269189	10	0	261	16.379717111587524	17.53060793876648	20.188869243598873	20.175363000082996	0	0.4241940676882569	0.05882200736265916	0.06324851054411668	0.01639914422383637	0.016329270870345428
261	-0.043036699295043945	0.005139911523940555	-0.037743568420410156	0.00511026204742393	10	0	262	16.33668041229248	17.49286437034607	20.190721401085085	20.176787577040102	0	0.42387035381529514	0.05843174411875991	0.06286156771283496	0.016340852352039775	0.016271187865025117
262	0.12450182437896729	0.016072807287130786	0.1297069787979126	0.016175507790151755	10	0	263	16.461182236671448	17.622571349143982	20.206222105358776	20.193611477388984	0	0.42354035590763567	0.05868391999761567	0.06311670286964824	0.016280316375175113	0.016210972958279248
263	-0.052031517028808594	0.005173391164021268	-0.04677772521972656	0.005015118020310183	10	0	264	16.40915071964264	17.575793623924255	20.208929384123095	20.195799632965716	0	0.42322354130784623	0.05826294875416919	0.06269885333318674	0.01622375846054857	0.016154621522192124
264	0.04659116268157959	0.015867523643478876	0.04836857318878174	0.015722796372884318	10	0	265	16.45574188232422	17.624162197113037	20.211100120563117	20.198139151838035	0	0.42310769808354515	0.05821873744328817	0.06264457196900339	0.016162248467019337	0.016093404982389065
265	-0.02568364143371582	0.03208165523307116	-0.02397441864013672	0.03187400418346442	10	0	266	16.430058240890503	17.6001877784729	20.211759770000413	20.198713924587167	0	0.42301118336124455	0.05790212469280891	0.062317707853497196	0.01610425597351033	0.016035891761166685
266	0.09024429321289062	0.003622988409460959	0.09549832344055176	0.003875049852297252	10	0	267	16.520302534103394	17.695686101913452	20.219903802457907	20.207833854367124	0	0.42267143268038415	0.05802371179250846	0.06244244700983951	0.016044060146513987	0.015975979691566354
267	-0.05581045150756836	0.004754428709588865	-0.05051732063293457	0.004781188822846616	10	0	268	16.464492082595825	17.645168781280518	20.223018608955385	20.210385854051054	0	0.4223541205109542	0.057597366611609295	0.062019376719042604	0.015989542126865652	0.015921653994954703
268	-0.11128926277160645	0.013042974614165814	-0.10790061950683594	0.013101136740374386	10	0	269	16.35320281982422	17.53726816177368	20.235403908963633	20.222028397741013	0	0.42219414816909934	0.05696719262137342	0.06138534688237888	0.01594222774614496	0.015874800020620562
269	0.26837825775146484	0.019054035369322264	0.277294397354126	0.019862572443514637	10	0	270	16.621581077575684	17.814562559127808	20.307430798197345	20.298920580545	0	0.4217121526710462	0.057753107361633985	0.062187982757738534	0.015902284805034705	0.015836029336007206
270	-0.03227591514587402	0.012762431817407105	-0.026973247528076172	0.012696891290033818	10	0	271	16.58930516242981	17.78758931159973	20.30847253289585	20.299648136627212	0	0.4213851270037233	0.0574196665375321	0.06185775597890218	0.01584678642185097	0.015780723890938545
271	-0.060976266860961914	0.008685788223090185	-0.05925750732421875	0.008648433069083694	10	0	272	16.528328895568848	17.728331804275513	20.312190638016148	20.303159588801492	0	0.42130371791159577	0.05698278117443802	0.061410836188115756	0.015794246416492852	0.015728735322441303
272	-0.08898377418518066	0.006028715350169023	-0.07926690578460693	0.006056760104925729	10	0	273	16.439345121383667	17.649064898490906	20.320108750084387	20.309442831154158	0	0.42071830656468073	0.05644613942679237	0.06089363860733369	0.015745219992542494	0.0156793348443125
273	-0.06344747543334961	0.014246720744608865	-0.05907249450683594	0.014426422645442472	10	0	274	16.375897645950317	17.58999240398407	20.324134332223252	20.312932390761418	0	0.4204656390529644	0.05600696867638892	0.0604542022223001	0.015693585274898725	0.01562797519082328
274	0.04009723663330078	0.01613943945255869	0.04360318183898926	0.016270326772257704	10	0	275	16.415994882583618	17.63359558582306	20.32574212060888	20.314833628227902	0	0.42023896813561074	0.0559489039609032	0.060392702147908456	0.015636312325715395	0.015570955775234886
275	-0.049794673919677734	0.006041164940484123	-0.04276323318481445	0.006134485440043136	10	0	276	16.36620020866394	17.590832352638245	20.328221630159646	20.31666232234032	0	0.41980755915833134	0.055564381859519264	0.06001758965578946	0.015584093823452006	0.015518764979552284
276	0.11569344997406006	0.008971605779336755	0.11741197109222412	0.008851560464748331	10	0	277	16.481893658638	17.70824432373047	20.341606604526547	20.330447893296082	0	0.4197033798413584	0.055782240801963257	0.06022554031316785	0.015529055312598825	0.015463833614740456
277	0.14807617664337158	0.008231282509100879	0.15502917766571045	0.008378776727695936	10	0	278	16.629969835281372	17.86327350139618	20.363533158615866	20.35448193922379	0	0.4192727771224507	0.05611543190608386	0.06056779171155248	0.015476479209540959	0.0154117070632511
278	-0.11741220951080322	0.014706479263580263	-0.11123037338256836	0.014699016962140377	10	0	279	16.51255762577057	17.75204312801361	20.377318785558074	20.366854135186614	0	0.4189381853448712	0.05549123175710225	0.059949812700422545	0.015433335963006051	0.015368598847722313
279	0.07737278938293457	0.007466651757511045	0.07918930053710938	0.0073737342138429085	10	0	280	16.589930415153503	17.83123242855072	20.38330533409497	20.37312508050617	0	0.41882131599721517	0.055569660279058644	0.06001877143818845	0.01537811985032597	0.0153135704560064
280	-0.3755667209625244	0.03124964234808658	-0.3738284111022949	0.03075612806060235	10	0	281	16.21436369419098	17.457404017448425	20.524355695989513	20.512872761453437	0	0.4191144615527554	0.05402988748891013	0.058469317214829584	0.015400268847965656	0.015337249089827695
281	0.1015920639038086	0.006840198534405317	0.11046934127807617	0.0069473478856707516	10	0	282	16.315955758094788	17.5678733587265	20.53467664343775	20.52507623681585	0	0.418549635745653	0.054199147903198026	0.05865437068124683	0.015346299202434322	0.015283691011789231
282	0.2093651294708252	0.02094676760037828	0.21282196044921875	0.021464955936494334	10	0	283	16.525320887565613	17.78069531917572	20.578510400876084	20.570369423665298	0	0.41837921453520033	0.05474938188038819	0.05920106426198432	0.015301679017655686	0.015239206329732058
283	0.07338953018188477	0.002748635489865592	0.07681751251220703	0.0029461535301607	10	0	284	16.598710417747498	17.857512831687927	20.5838964240164	20.57627035389386	0	0.41815956937307386	0.054815248128803375	0.05926331319573069	0.015247655876146494	0.015185389655212645
284	0.027070283889770508	0.015753410508352772	0.035996079444885254	0.015731538246555488	10	0	285	16.625780701637268	17.893508911132812	20.584629224286275	20.577566071629263	0	0.417588377166813	0.05471755459275044	0.0591813863163263	0.015194186161573734	0.015132047286665931
285	0.14995133876800537	0.009712530965899191	0.1552053689956665	0.009534069980887239	10	0	286	16.775732040405273	18.04871428012848	20.60711462828459	20.601654778194344	0	0.41727123231478913	0.05505170822143555	0.05951831257134153	0.015144466265772516	0.015082622624355318
286	0.11588835716247559	0.01915778167580129	0.12652325630187988	0.019479765865696663	10	0	287	16.89162039756775	18.17523753643036	20.62054473961041	20.617662912579576	0	0.4165986639597509	0.05526442377717345	0.059752595591378375	0.015092919739188238	0.015031619541264352
287	-0.038368940353393555	0.006331591470541298	-0.032109737396240234	0.00652342315822807	10	0	288	16.853251457214355	18.14312779903412	20.62201691519425	20.61869394781523	0	0.4162165089731524	0.054938175121666245	0.05943251777609051	0.015043777261402458	0.014982572351436008
288	-0.17592716217041016	0.013187923374630373	-0.1723041534423828	0.013209591347958849	10	0	289	16.677324295043945	17.970823645591736	20.652967281583585	20.648382669108727	0	0.416103048967198	0.05413655936717987	0.05862787655658192	0.015012867432208522	0.014952125280677573
289	-0.10834956169128418	0.01983175532365067	-0.10387718677520752	0.01961814499919967	10	0	290	16.56897473335266	17.86694645881653	20.66470690910228	20.65917313904106	0	0.4158754214127075	0.053574323654174805	0.058065575299378495	0.014971390433871147	0.014910904171575418
290	-0.038320302963256836	0.004227420064637499	-0.034784793853759766	0.004121193150126601	10	0	291	16.530654430389404	17.83216166496277	20.666175354721474	20.660383120924507	0	0.4156681026734559	0.05325744563135607	0.057745401612643535	0.014923040328382268	0.014862847275674957
291	-0.009491920471191406	0.003932284285383503	-0.0043163299560546875	0.0038361357962912734	10	0	292	16.521162509918213	17.827845335006714	20.666265451275706	20.660401751628797	0	0.4153459071823433	0.05304181207086622	0.05753213105742464	0.01487323320564219	0.014813219479407173
292	0.11609363555908203	0.01846195221025937	0.11958956718444824	0.018598522535228312	10	0	293	16.637256145477295	17.947434902191162	20.67974318349303	20.67470341620816	0	0.41513101536305275	0.053257742973223124	0.05774465652361308	0.014823782720944787	0.01476393183185567
293	0.15177679061889648	0.010383967173424935	0.1535639762878418	0.010221966244444047	10	0	294	16.78903293609619	18.100998878479004	20.702779377663603	20.698285311021493	0	0.4150375651075254	0.05359398545665546	0.05807168491871284	0.014776928993364934	0.014717090600273998
294	-0.26462841033935547	0.026867106336226243	-0.25945234298706055	0.02630404620219906	10	0	295	16.524404525756836	17.841546535491943	20.772807573222337	20.76560082930297	0	0.4149332508039421	0.05251159635530848	0.056991671218353065	0.014766305244847514	0.014706657173626706
295	0.23292052745819092	0.030225799839300294	0.24085938930511475	0.03078936505296781	10	0	296	16.757325053215027	18.082405924797058	20.82705954533374	20.8236140747194	0	0.4145021962171647	0.05312315205396232	0.05761495161864717	0.014728866490845456	0.014669965900061801
296	-0.04339885711669922	0.014447748068391775	-0.04166066646575928	0.014491048228094883	10	0	297	16.713926196098328	18.0407452583313	20.828943006132775	20.825349685849773	0	0.4144126471195575	0.05279706418514252	0.05727956101701066	0.014682643968854677	0.014624167632228765
297	-0.09059536457061768	0.040752640279222874	-0.09057581424713135	0.04074404043372226	10	0	298	16.62333083152771	17.950169444084167	20.837150526214458	20.833553663976303	0	0.41445825964697014	0.052314261394719085	0.05678173147066675	0.014641086539272848	0.014583344480269662
298	-0.05456995964050293	0.01123852243864576	-0.04934549331665039	0.011287794568943355	10	0	299	16.568760871887207	17.900823950767517	20.840128406709624	20.835988641686967	0	0.41415153015840517	0.05195558951205055	0.05642559984386367	0.014596280120454996	0.014538687152281907
299	-0.0621485710144043	0.005373782216111067	-0.051514387130737305	0.005088862206946487	10	0	300	16.506612300872803	17.84930956363678	20.843990851588757	20.838642373768423	0	0.41350426228559245	0.05157397024607579	0.05606459654294527	0.014552385841737903	0.014494477515164046
300	-0.1488478183746338	0.0146882469170464	-0.14707040786743164	0.014530262757375567	10	0	301	16.35776448249817	17.702239155769348	20.866146524623645	20.860272078638715	0	0.4134828491909185	0.05090589761734009	0.055387479861577354	0.014519174970804441	0.014461941994358808
301	0.027782201766967773	0.029240451240241327	0.029490947723388672	0.029529346648587307	10	0	302	16.385546684265137	17.731730103492737	20.866918375358665	20.86114179463634	0	0.41337539980340665	0.05082907470753819	0.05530144487108503	0.01447106203212471	0.014414072363954427
302	-0.016191482543945312	0.013958303758158763	-0.012676000595092773	0.013806233585057726	10	0	303	16.36935520172119	17.719054102897644	20.867180539465636	20.861302475627426	0	0.4131625008967853	0.050607152332533274	0.05507635399205795	0.01442477222868366	0.014368027619406035
303	-0.050371408462524414	0.007890463084606836	-0.04865264892578125	0.008011186497355993	10	0	304	16.318983793258667	17.670401453971863	20.869717818256134	20.86366955587492	0	0.4130767995299676	0.0502738897556519	0.05473401404843472	0.014380948915024248	0.01432462120295714
304	0.06510686874389648	0.006462160636374392	0.07308506965637207	0.006612023222430707	10	0	305	16.384090662002563	17.743486523628235	20.87395672261377	20.869010983281598	0	0.41257197364902587	0.05032268244969217	0.05479437936293451	0.014333648146535592	0.014277550594206954
