self.step_no	last_rec.d_sum_lo	last_rec.d_sqr_sum_lo	last_rec.d_sum_hi	last_rec.d_sqr_sum_hi	last_rec.n	self.evaluation_start_index	n	s[0]	s[1]	s2[0]	s2[1]	decision	p_value	d0	d1	math.sqrt(s0)	math.sqrt(s1)
532	0.0823434591293335	0.006767550326358673	0.09819340705871582	0.007073668790383181	10	467	66	1.4852337837219238	2.1614097356796265	0.8678366951563419	0.9006405188898583	0	0.30164287082721514	0.024881447278536282	0.035147580733666056	0.013955252646255275	0.013912229646963778
533	0.17836928367614746	0.02293075897870267	0.18890666961669922	0.023296173947187526	10	467	67	1.6636030673980713	2.3503164052963257	0.8996522965154838	0.936326248715531	0	0.30134608257439893	0.027207020557287968	0.037477263898560494	0.013937570818883452	0.013896488831013139
534	-0.006659984588623047	0.017688225681695258	0.0021877288818359375	0.01776572705023227	10	467	68	1.6569430828094482	2.3525041341781616	0.8996966519102045	0.9363310348731915	0	0.29908728738735135	0.026701542868543027	0.03695055442069894	0.01373727429406007	0.013697637584494991
535	-0.32447218894958496	0.014334648044894038	-0.3157120943069458	0.01377737699824877	10	467	69	1.3324708938598633	2.036792039871216	1.0049788533119397	1.0360051613648693	0	0.30904724278540724	0.021537223282982323	0.03176433899823357	0.014485597265376716	0.014456960792350473
536	0.025058269500732422	0.0016543867382097233	0.0399707555770874	0.0017589227865784096	10	467	70	1.3575291633605957	2.0767627954483032	1.005606770182311	1.0376028226662726	0	0.30527260242787724	0.021588252938312034	0.03188327257184015	0.014274208555840806	0.014246395398157648
537	0.10300755500793457	0.012901424604763179	0.11162090301513672	0.013286945205891243	10	467	71	1.4605367183685303	2.18838369846344	1.0162173265710237	1.0500620486561871	0	0.3036897779430379	0.022751385825020926	0.03302238157817296	0.01411681241881138	0.01408752995592993
538	0.10639595985412598	0.03503061761369963	0.11876893043518066	0.035018295750262496	10	467	72	1.5669326782226562	2.3071526288986206	1.0275374268443045	1.064168107492904	0	0.30124963678385824	0.023929478416980152	0.03423007944939842	0.013966339898256018	0.013940109544705646
539	-0.07901287078857422	0.011037027658176157	-0.06658148765563965	0.01085599772278556	10	467	73	1.487919807434082	2.240571141242981	1.0337804605945564	1.068601201991342	0	0.29911539140424637	0.02249972356690301	0.032829918795161776	0.013845019077174886	0.013816263654174599
540	0.01847672462463379	0.020526941252057895	0.030791521072387695	0.021017244707820737	10	467	74	1.5063965320587158	2.2713626623153687	1.034121849947411	1.0695493197612933	0	0.2960731580821391	0.022444613992351377	0.03280199553868542	0.013654155364456872	0.013625713984248954
541	0.2593066692352295	0.01097563796832901	0.2682323455810547	0.011444038374293086	10	467	75	1.7657032012939453	2.5395950078964233	1.1013617986572797	1.1414979109772077	0	0.29892530551756863	0.025645452576714592	0.03598348675547419	0.013843500881815553	0.0138117387717964
542	-0.04797792434692383	0.006189401067103972	-0.034687042236328125	0.0061750482395837025	10	467	76	1.7177252769470215	2.504907965660095	1.1036636798819188	1.1427011018763125	0	0.2961915550767415	0.02466380755106608	0.035041213035583496	0.013692906065191069	0.013658878586943538
543	0.0516209602355957	0.0035908806263478255	0.06304693222045898	0.0036779611598376505	10	467	77	1.7693462371826172	2.567954897880554	1.1063284034175638	1.1466760175387236	0	0.29352799227552295	0.0250185069284941	0.035409709340647647	0.013516189973813894	0.013482994825233258
544	-0.04630875587463379	0.009428818644153125	-0.035800933837890625	0.00950868287020512	10	467	78	1.7230374813079834	2.5321539640426636	1.1084729042882202	1.1479577244023886	0	0.2914794768152694	0.024092178840141792	0.03448489579287442	0.013371624736206641	0.01333883733754785
545	-0.05642557144165039	0.009291880963132826	-0.04402327537536621	0.009170045234611734	10	467	79	1.666611909866333	2.4881306886672974	1.111656749400737	1.149895773177164	0	0.2891146183783507	0.023059899990375225	0.03347838077789698	0.013239385310493573	0.01320513101926956
546	0.19356465339660645	0.009526632044583039	0.20061540603637695	0.009914463656741646	10	467	80	1.8601765632629395	2.6887460947036743	1.1491240244452854	1.1901423143163044	0	0.28996303004673685	0.02521818800817562	0.03559403932547268	0.013247717867967794	0.01320745725261007
547	0.05759871006011963	0.01272852022954396	0.06985390186309814	0.01355090982623608	10	467	81	1.917775273323059	2.7585999965667725	1.1524416358458751	1.1950218819218037	0	0.28721664888719994	0.02562294453382492	0.03602228760719299	0.013087333794039068	0.013048348573414595
548	0.015888214111328125	0.014766906303748328	0.028221845626831055	0.0144200754179451	10	467	82	1.9336634874343872	2.7868218421936035	1.1526940711935225	1.1958183544923884	0	0.28437618343129634	0.02550276267675706	0.035925985854349016	0.01292531065561255	0.012886610830869432
549	0.09150385856628418	0.009377381581373356	0.10115158557891846	0.009367466869449004	10	467	83	2.0251673460006714	2.887973427772522	1.161067027326041	1.2060499977575176	0	0.28253640294329724	0.026307654090043976	0.03672141999733157	0.012792059350445528	0.012753317007800863
550	-0.023125171661376953	0.009586726546103819	-0.017763853073120117	0.009613305147524898	10	467	84	2.0020421743392944	2.870209574699402	1.1616018008904092	1.206365552233521	0	0.28153856499565955	0.025712077876171434	0.0360649709241936	0.012651025193779796	0.012615815985731815
551	0.04119157791137695	0.006931672546784284	0.05256807804107666	0.006847313341850736	10	467	85	2.0432337522506714	2.9227776527404785	1.1632985469812382	1.2091289550624538	0	0.2789666558784666	0.02589635763849531	0.03626143648510888	0.012500868784945066	0.012466271140769805
552	0.061220645904541016	0.002964945473422631	0.07364273071289062	0.0031853401784474045	10	467	86	2.1044543981552124	2.996420383453369	1.1670465144662074	1.214552206849305	0	0.2762679548860745	0.026311937500448787	0.03670121641720042	0.012359912837237669	0.01232658369919055
553	-0.0674903392791748	0.006259739375934714	-0.06142568588256836	0.005880198644376833	10	467	87	2.0369640588760376	2.934994697570801	1.1716014603622256	1.218325321735449	0	0.2757180237197535	0.025221213351848515	0.03556020592534265	0.012263946886112152	0.012235725305804098
554	-0.23317313194274902	0.04124451176284083	-0.22256803512573242	0.040947235754060785	10	467	88	1.8037909269332886	2.7124266624450684	1.2259711698222162	1.2678618519951783	0	0.27912545786278553	0.0222511634059336	0.03259321464889351	0.012480705815319678	0.012452884542785248
555	-0.032607078552246094	0.012006026292965544	-0.020224571228027344	0.012076321108679622	10	467	89	1.7711838483810425	2.692202091217041	1.2270343913939286	1.2682708852765359	0	0.27665304617038544	0.021627774292772465	0.03199301253665577	0.012353803034518435	0.012325183947612131
556	0.023730993270874023	0.014495331539308154	0.034336090087890625	0.014729599055044673	10	467	90	1.7949148416519165	2.7265381813049316	1.2275975514355508	1.2694498523590596	0	0.2743366022843969	0.02165140596668372	0.03201933925071459	0.012214230419422756	0.012185940299888662
557	-0.022451162338256836	0.008688400864627965	-0.020761966705322266	0.008945089376879878	10	467	91	1.7724636793136597	2.7057762145996094	1.2281016061258896	1.2698809116205325	0	0.2741544929143197	0.021161377429962158	0.03143288029564752	0.012087691119492096	0.012064043212452866
558	0.13359403610229492	0.022634453509454033	0.1389458179473877	0.02283120530415772	10	467	92	1.9060577154159546	2.844722032546997	1.2459489726079909	1.2891868519456011	0	0.2740027596769201	0.022396901151636145	0.03261434114896334	0.012017800823806664	0.011989090125455263
559	0.3838083744049072	0.029450603220141147	0.393496036529541	0.030170987186124876	10	467	93	2.289866089820862	3.238218069076538	1.3932578408713283	1.444025982710059	0	0.2821744663269258	0.026325286730476048	0.036536968272665275	0.012518786715944927	0.012490017627138583
560	0.025722503662109375	0.006652586089444412	0.03450179100036621	0.006822755583641538	10	467	94	2.315588593482971	3.2727198600769043	1.3939194880659755	1.445216356292292	0	0.28034367261393045	0.026318805192106512	0.036515084646081414	0.012383446201314732	0.012355005823136976
561	-0.06938552856445312	0.010224494077192503	-0.057012081146240234	0.01003757965747809	10	467	95	2.246203064918518	3.215707778930664	1.398733839640144	1.4484667336889174	0	0.2784443709468722	0.02530067398193035	0.03552011479722693	0.012293232713988241	0.012263292504969317
562	0.18319296836853027	0.030431431379895457	0.19207978248596191	0.03106477103318639	10	467	96	2.4293960332870483	3.407787561416626	1.4322935032998174	1.4853613765287719	0	0.27842669625349936	0.02696269813336824	0.03716811129921361	0.012276169841865709	0.012244924056634045
563	-0.016689777374267578	0.010500056264390878	-0.004404544830322266	0.010962882614080627	10	467	97	2.4127062559127808	3.4033830165863037	1.43257205196862	1.4853807765439342	0	0.27605340110610893	0.026507984846830368	0.03673506279786428	0.012156127520085165	0.012124437487291554
564	-0.00047838687896728516	0.008805247416503903	0.005624890327453613	0.008627952012332685	10	467	98	2.4122278690338135	3.4090079069137573	1.432572280822626	1.48541241593513	0	0.27486789984299675	0.02622977482903864	0.036414339370334274	0.012033370407360749	0.012003077903189559
565	-0.19336938858032227	0.010181815258533788	-0.1810455322265625	0.009712766545703744	10	467	99	2.218858480453491	3.227962374687195	1.4699640012625537	1.5181899006743294	0	0.275823559032186	0.023988967039147203	0.034195361088733285	0.012118914142209855	0.012085423472774727
566	-0.006670236587524414	0.003327198850968216	0.009238004684448242	0.003537398587639018	10	467	100	2.212188243865967	3.237200379371643	1.4700084933186872	1.5182752414048792	0	0.2727132844169977	0.023679278113625267	0.03394326657959909	0.011999873136743186	0.011965381581455062
567	0.3065328598022461	0.02813349432517498	0.30828094482421875	0.02824448747628594	10	467	101	2.518721103668213	3.545481324195862	1.5639708874572307	1.6133123823465922	0	0.27770439699365757	0.026507813930511475	0.03668664336204529	0.012211373021056241	0.012158662156359655
568	-0.22082042694091797	0.019403766408458978	-0.20672869682312012	0.01860504227607862	10	467	102	2.297900676727295	3.3387526273727417	1.6127325484116	1.6560491364367778	0	0.27889940749215636	0.024059019466437917	0.03427659048892484	0.012335371944503501	0.012276564374833121
569	0.08283209800720215	0.0049933179955701235	0.09696292877197266	0.005225057241204922	10	467	103	2.380732774734497	3.4357155561447144	1.6195937048718747	1.6654509459928164	0	0.276435436861453	0.02463522611879835	0.03489116243287629	0.012227422387115541	0.012171136118252044
570	0.09283232688903809	0.008273215012593482	0.10241222381591797	0.008602712042034	10	467	104	2.473565101623535	3.5381277799606323	1.628211545787508	1.675939209579738	0	0.27490516055270264	0.025297333893266695	0.03554670671814854	0.01212621708920749	0.01207020524967504
571	0.024755477905273438	0.00856699210169154	0.03800785541534424	0.008763533942456547	10	467	105	2.4983205795288086	3.5761356353759766	1.6288243794738264	1.6773838066530118	0	0.2723958703496998	0.02529212373953599	0.03557037160946773	0.012009053953964897	0.01195360559915006
572	-0.07992196083068848	0.007270616347284431	-0.06585931777954102	0.007109373873959157	10	467	106	2.41839861869812	3.5102763175964355	1.6352118992968485	1.6817212563913984	0	0.27043983467588373	0.024290084838867188	0.03460437456766764	0.011936266634632509	0.011878558322963088
573	-0.15330052375793457	0.06031596060068978	-0.1480858325958252	0.060798004713376486	10	467	107	2.2650980949401855	3.3621904850006104	1.6587129498813056	1.7036506702069971	0	0.2715320073956218	0.02261470173889736	0.03288088204725733	0.011941238307817258	0.011891522499651542
574	0.27559566497802734	0.016823754156348514	0.2862205505371094	0.017392148250678474	10	467	108	2.540693759918213	3.6484110355377197	1.7346659204359867	1.785572873756763	0	0.2735239012026843	0.02497900980655278	0.03524854250043352	0.012063077220271194	0.012015447451064648
575	0.21082019805908203	0.012224335706036982	0.2178802490234375	0.012544050060569134	10	467	109	2.751513957977295	3.8662912845611572	1.7791110763456572	1.8330446766712782	0	0.27425633620086	0.026699761549631756	0.03693957682009096	0.012074106340282784	0.012023187509979367
576	0.04863238334655762	0.01701105414082349	0.05663037300109863	0.016857194002398046	10	467	110	2.8001463413238525	3.922921657562256	1.7814761850556238	1.8362516758175218	0	0.27282766185495433	0.02690097826336502	0.03712022632633874	0.011964514010051535	0.01191374204146068
577	-0.1258983612060547	0.045614601940229704	-0.12154269218444824	0.04470681948706101	10	467	111	2.674247980117798	3.8013789653778076	1.797326582409994	1.8510243018409653	0	0.27345976381869724	0.02551189335909757	0.03567783615805886	0.011936349209446789	0.011892731459410241
578	0.015430092811584473	0.003517293706309488	0.025147199630737305	0.0035540311427553206	10	467	112	2.6896780729293823	3.826526165008545	1.797564670174168	1.8516566834902335	0	0.271717248640129	0.02542106632713799	0.03558296555871362	0.01182867444275017	0.011785484566727022
579	-0.17400336265563965	0.007295712434654433	-0.16166019439697266	0.006986245311509265	10	467	113	2.5156747102737427	3.6648659706115723	1.8278418403896382	1.8777907019427005	0	0.27179470103010506	0.02364049106836319	0.033821865916252136	0.011857042626274615	0.011811807791682751
580	0.03314399719238281	0.021456330093172937	0.03926706314086914	0.02176543036770795	10	467	114	2.5488187074661255	3.7041330337524414	1.8289403649395268	1.8793326041904095	0	0.27070729758896306	0.02372459289246956	0.0338700535023107	0.01175194553826606	0.011706911035816813
581	0.14322245121002197	0.004900740660232827	0.15647482872009277	0.005481819078283934	10	467	115	2.6920411586761475	3.860607862472534	1.849453035470134	1.9038169762133919	0	0.2692105937246709	0.02477281971981651	0.034945533986677206	0.011695471436365752	0.011653497643428988
582	-0.21695303916931152	0.01186623099098938	-0.20543956756591797	0.011286339713109328	10	467	116	2.475088119506836	3.655168294906616	1.8965216566749348	1.9460223921350632	0	0.27046840768320457	0.022670855729476264	0.032855228755785074	0.011782336425989815	0.01173931746144764
583	-0.057773470878601074	0.006008449576839325	-0.050791263580322266	0.005989167363850356	10	467	117	2.417314648628235	3.604377031326294	1.8998594306122953	1.948602144591149	0	0.26962681514325065	0.021977370155268704	0.03213413830461173	0.01170089168011061	0.011659995037339893
584	-0.007987737655639648	0.004040446643273299	0.006171703338623047	0.0036571777202425437	10	467	118	2.409326910972595	3.610548734664917	1.8999232345651507	1.948640234513249	0	0.2672298895254034	0.021721258122696836	0.031912237151056275	0.011603279829310083	0.011562036975403164
585	0.043154001235961914	0.0012578115077417351	0.05197250843048096	0.001344471433881722	10	467	119	2.452480912208557	3.662521243095398	1.901785502387824	1.9513413761458054	0	0.2657359548896175	0.021902891538910948	0.032082239450034446	0.011505960440186567	0.011464895343725419
586	0.13669908046722412	0.00718777806976334	0.1489354372024536	0.007667308822831842	10	467	120	2.5891799926757812	3.8114566802978516	1.9204721409884087	1.9735231406004914	0	0.2643910258145825	0.022867565395451393	0.033064199095012764	0.011449573249349008	0.011410474576760574
587	0.009228348731994629	0.006582979850705328	0.022372961044311523	0.006855629471999691	10	467	121	2.598408341407776	3.833829641342163	1.920557303408728	1.9740236899863817	0	0.26216391431867936	0.022753905256589255	0.03297510544459025	0.011354328136273456	0.011315338509194648
588	-0.08597731590270996	0.005631036775469056	-0.07372188568115234	0.005366502749666324	10	467	122	2.512431025505066	3.7601077556610107	1.9279494022585624	1.9794586064147666	0	0.2607388234985505	0.021855300123041325	0.03209331212950147	0.011295899115899122	0.011256026513378961
589	-0.04396533966064453	0.0059350090513135	-0.031495094299316406	0.005712116800509648	10	467	123	2.4684656858444214	3.7286126613616943	1.9298823533500382	1.9804505473796894	0	0.2588740817932914	0.021315786682191442	0.03157209568336362	0.011215910661607313	0.01117554387410193
590	-0.12112283706665039	0.030190397734941143	-0.1141502857208252	0.029836083095290178	10	467	124	2.347342848777771	3.614462375640869	1.9445530950091126	1.9934808351098354	0	0.25885971537187624	0.020157749090737444	0.03038736087519948	0.01118446373397574	0.011147448161922202
591	0.18536138534545898	0.009250625426489023	0.19947314262390137	0.009512052915908953	10	467	125	2.53270423412323	3.8139355182647705	1.9789119381863003	2.0332703697380907	0	0.25805449882107334	0.021490036479888425	0.031750955889301914	0.011173611864874625	0.011140947356747928
592	-0.02755904197692871	0.005326372461638584	-0.011709451675415039	0.005197341813811818	10	467	126	2.5051451921463013	3.8022260665893555	1.9796714389809864	2.0334074809966296	0	0.2555590388560089	0.021097643852233887	0.03140327262878418	0.01109080612252305	0.01105692815963727
593	0.08870077133178711	0.010890830329230994	0.1009373664855957	0.010983318533135389	10	467	127	2.5938459634780884	3.903163433074951	1.9875392658158404	2.043595832949677	0	0.2538090651911904	0.02163417661000812	0.03195513051653665	0.011015505978730267	0.010982697365342983
594	0.06027364730834961	0.004682987726141619	0.07787132263183594	0.004987851321516246	10	467	128	2.654119610786438	3.981034755706787	1.9911721783756917	2.0496597758381085	0	0.2510391427706378	0.02193842441078246	0.03231667533634216	0.010932659829346172	0.010901872965840971
595	0.003965139389038086	0.006879290523841064	0.018125534057617188	0.006805291703017247	10	467	129	2.658084750175476	3.9991602897644043	1.9911879007060662	2.0499883108229824	0	0.24875568765730727	0.021798008121550083	0.03220580704510212	0.010847820979693487	0.010816934947457833
596	0.014736413955688477	0.05483299470841985	0.0217282772064209	0.05571221602991727	10	467	130	2.6728211641311646	4.020888566970825	1.9914050626023396	2.0504604288533415	0	0.2476250726908894	0.021743267081504643	0.03212458588356196	0.010763540057681934	0.010733062505966335
597	-0.005595684051513672	0.004978138308160851	0.01200246810913086	0.004982023871775709	10	467	131	2.667225480079651	4.032891035079956	1.991436374282344	2.050604488094052	0	0.2448264755494441	0.021532967457404503	0.03196980036222018	0.010682492894210669	0.010651305210516075
598	0.06334972381591797	0.044710519254977044	0.07040023803710938	0.04494406552316832	10	467	132	2.730575203895569	4.103291273117065	1.995449561789897	2.055560681609734	0	0.24378308026810702	0.021852179338003843	0.03226316248187582	0.010605438554239389	0.010573755166965482
599	-0.04824209213256836	0.01937206832906213	-0.04306626319885254	0.01936653128944954	10	467	133	2.6823331117630005	4.060225009918213	1.9977768612432243	2.0574153846356467	0	0.24324906703175897	0.021321162129893448	0.03169248501459757	0.01053817510686453	0.010508851820366616
600	-0.03305685520172119	0.00603021909900292	-0.02598583698272705	0.005918540234816305	10	467	134	2.6492762565612793	4.034239172935486	1.9988696169190519	2.0580906483593395	0	0.24229488153864953	0.020912304856723414	0.031258813420632726	0.010466629204483536	0.01043855097257428
601	0.21849524974822998	0.031067935034528205	0.22637593746185303	0.031615116469154714	10	467	135	2.8677715063095093	4.260615110397339	2.0466097910815932	2.1093367134210723	0	0.2431945815007185	0.022386804445465997	0.03271491136123885	0.010492349424000215	0.010462181847806833
602	0.11752915382385254	0.012471544222819375	0.12441396713256836	0.012342137337213899	10	467	136	2.985300660133362	4.385029077529907	2.060422893080144	2.124815548638736	0	0.24258643867176172	0.023091562589009604	0.03339416362621166	0.010438157234634125	0.010406586557643665
603	0.03533220291137695	0.009098317784378196	0.04416990280151367	0.00933101071711917	10	467	137	3.0206328630447388	4.429198980331421	2.0616712576427147	2.1267665289522313	0	0.24120207503072771	0.023181567297262305	0.03347339700250065	0.010361512728895145	0.010330088001785004
604	-0.18006837368011475	0.010356660377695448	-0.17570340633392334	0.01041786580948667	10	467	138	2.840564489364624	4.253495573997498	2.094095876842516	2.157638215949575	0	0.2428348782055601	0.021697991085748602	0.03194655902194281	0.01039204654173951	0.01036745540819671
605	0.017920255661010742	0.004572250167200309	0.030283689498901367	0.004728792337516552	10	467	139	2.8584847450256348	4.283779263496399	2.094417012405472	2.158555317799241	0	0.24091238539131898	0.021670616191366444	0.03193450924279033	0.010316503338151565	0.010292061785660356
606	0.013955116271972656	0.006921944983560024	0.0227053165435791	0.006854196734309426	10	467	140	2.8724398612976074	4.306484580039978	2.0946117576756365	2.159070849198585	0	0.23955805268650193	0.02161510899770174	0.03186811217301184	0.010242165386222092	0.01021796562694656
607	0.025742173194885254	0.007588630984358247	0.03892552852630615	0.00786368320144959	10	467	141	2.8981820344924927	4.345410108566284	2.095274417156432	2.1605860459696373	0	0.23752540768722996	0.021644588027681624	0.03191852228982108	0.010168786628724398	0.010144842862811912
608	-0.19181549549102783	0.0179370107236565	-0.18125975131988525	0.017497602111646415	10	467	142	2.706366539001465	4.164150357246399	2.1320676014669004	2.193441143418184	0	0.2383587645057007	0.02013068672613049	0.03040661964010685	0.010209279705505947	0.010185472932676156
609	0.1545705795288086	0.01766118965235819	0.15982437133789062	0.01827771028240477	10	467	143	2.8609371185302734	4.3239747285842896	2.155959665522772	2.218984973091736	0	0.23847751445358284	0.021077446534600055	0.03131801225769688	0.010181243864728545	0.010154472623181367
610	0.05226564407348633	0.013313780645376028	0.06106424331665039	0.013603769992414527	10	467	144	2.9132027626037598	4.38503897190094	2.1586913630731885	2.222713814903571	0	0.23718923355806304	0.021295545818088773	0.03152602785950774	0.010112147918028216	0.010085357727429543
611	0.009042739868164062	0.010879286624884799	0.012490272521972656	0.01103106241512819	10	467	145	2.922245502471924	4.397529244422913	2.158773134217512	2.222869821811244	0	0.23667541153928684	0.021210456887880962	0.03139383511410819	0.01004203962704139	0.010015948025513853
612	-0.15075278282165527	0.007434392172456228	-0.1418468952178955	0.007329400555079246	10	467	146	2.7714927196502686	4.255682349205017	2.181499535745985	2.242990363494201	0	0.23689717618739897	0.020024503510573815	0.030199071456646097	0.010042814019184325	0.010018131649100747
613	0.058115363121032715	0.018775770201060027	0.0686330795288086	0.019417028822402926	10	467	147	2.8296080827713013	4.324315428733826	2.1848769311766745	2.2477008630998085	0	0.2353945781088576	0.020285399809275587	0.030462318087277347	0.009977202128377119	0.009952759689399798
614	0.002040863037109375	0.03703881062619985	0.009072065353393555	0.03693020737335928	10	467	148	2.8316489458084106	4.333387494087219	2.1848810962986107	2.247783165469585	0	0.23436059286550837	0.02016128731422684	0.030316806163917593	0.009909874794132509	0.009885892932903768
615	0.010029077529907227	0.022390042019935663	0.017889976501464844	0.022245915517942194	10	467	149	2.841678023338318	4.351277470588684	2.1849816786947116	2.2481032167288078	0	0.23319220230206789	0.02009282643730576	0.03023284109863075	0.009842926514773039	0.009819228159986855
616	0.16182637214660645	0.013844594298291213	0.17593765258789062	0.01416129973574698	10	467	150	3.0035043954849243	4.527215123176575	2.2111694534168436	2.279057274326945	0	0.23218132804717467	0.02104405828770375	0.031210725739498266	0.00982281012434668	0.009802005349189034
617	-7.796287536621094e-05	0.007816200191825828	0.009463310241699219	0.00790052138415831	10	467	151	3.003426432609558	4.536678433418274	2.2111694594950535	2.2791468285676757	0	0.23079526198462574	0.020903244813283286	0.03106574296951294	0.009758121020822935	0.009737518750563855
618	0.30454087257385254	0.08534804288143505	0.30985331535339355	0.08638758068565267	10	467	152	3.3079673051834106	4.8465317487716675	2.303914602563097	2.3751559056031653	0	0.23406328647626246	0.02278163969911487	0.03291201828331347	0.00987360566805043	0.009847442285299011
619	-0.03560519218444824	0.011132002253191331	-0.02246081829071045	0.011107795398928033	10	467	153	3.2723621129989624	4.824070930480957	2.3051823322735885	2.3756603939614536	0	0.2323137224203124	0.02239751580514406	0.03254772330585279	0.009815951407906958	0.009789222719464962
620	-0.05573272705078125	0.004086028584424639	-0.044257402420043945	0.003727240161708778	10	467	154	3.216629385948181	4.779813528060913	2.3082884691381054	2.3776191116304233	0	0.23095310110482192	0.021886860623079187	0.03204572902006261	0.009764945248079103	0.00973797795218518
621	-0.017119526863098145	0.017540339901998436	-0.010967612266540527	0.017604894702472507	10	467	155	3.199509859085083	4.768845915794373	2.3085815473381217	2.3777394001492524	0	0.23014676585966387	0.021633572392649465	0.03176642160911065	0.009704635231024477	0.00967856869441694
622	0.0073435306549072266	0.004735372396623916	0.019707202911376953	0.004883686863081493	10	467	156	3.2068533897399902	4.7885531187057495	2.3086354747806013	2.3781277739958426	0	0.2283774099401964	0.02154137857498661	0.031688620198157526	0.009642262160453078	0.009616238314914122
623	-0.03424835205078125	0.02630607328580936	-0.021786928176879883	0.025886128627291782	10	467	157	3.172605037689209	4.76676619052887	2.3098084243987955	2.378602444235227	0	0.22674421849133908	0.021183752096616305	0.031345828221394464	0.009586926093147045	0.009560544268125967
624	0.015381336212158203	0.004988800821251971	0.025058984756469727	0.004869059537384146	10	467	158	3.187986373901367	4.791825175285339	2.310045009902467	2.379230396952252	0	0.22536475813815138	0.021146794033657972	0.0313057846324459	0.009525738847566011	0.009499538301455555
625	-0.027314186096191406	0.004720590951819759	-0.016777753829956055	0.004438403999586171	10	467	159	3.160672187805176	4.775047421455383	2.3107910746645643	2.3795118899758307	0	0.22398530139240397	0.020840078969545	0.031001458439645888	0.00947022549454973	0.00944412771768139
626	-0.21019530296325684	0.024138837190491813	-0.20129871368408203	0.023773807223506083	10	467	160	2.950476884841919	4.573748707771301	2.3549731400523797	2.4200330621066968	0	0.22541737390465122	0.0193870262529865	0.029540451067798543	0.009521996521594796	0.00949758835810141
627	0.25060558319091797	0.027227071777019773	0.2620023488998413	0.02772248827143642	10	467	161	3.201082468032837	4.835751056671143	2.41777629837884	2.488678292935731	0	0.2264470129290519	0.02083214223384857	0.03099333792924881	0.009572012470397254	0.009549215284219375
628	-0.2170698642730713	0.011773453937337308	-0.21091747283935547	0.011727288148563275	10	467	162	2.9840126037597656	4.624833583831787	2.4648956243543694	2.533164473284671	0	0.22832761123608264	0.019354490019519877	0.02949078630956804	0.00962645831214993	0.009607934730377193
629	-0.007714748382568359	0.010958986084915523	0.0063669681549072266	0.010843829806447047	10	467	163	2.9762978553771973	4.631200551986694	2.4649551416969757	2.533205011568157	0	0.22641535570434573	0.019187395955309456	0.029348046691329392	0.009568310302329389	0.009549509149781671
630	-0.18535208702087402	0.030114747078016535	-0.17655277252197266	0.03008137023675772	10	467	164	2.7909457683563232	4.454647779464722	2.4993105378599694	2.5643758930533522	0	0.22717048143744806	0.01793255250146784	0.028084851481431833	0.009591863730046538	0.009574437481699413
631	-0.0013965368270874023	0.005241695474197172	0.013642668724060059	0.005201035318080471	10	467	165	2.789549231529236	4.468290448188782	2.499312488175079	2.5645620154632667	0	0.2251346349211506	0.017814692200683966	0.027996789391447858	0.009533925880653677	0.009516285146262073
632	0.15185546875	0.007106518032742315	0.1676464080810547	0.00777423458089288	10	467	166	2.941404700279236	4.635936856269836	2.522372571564361	2.592667333605746	0	0.22386269613366783	0.018627060543407094	0.028843150716839416	0.00951072649401199	0.009496226479554719
633	0.29892587661743164	0.01745295997966423	0.3113572597503662	0.01837807612918141	10	467	167	3.2403305768966675	4.947294116020203	2.611729251275861	2.689610676805003	0	0.2257820703464296	0.020315607628190374	0.03054504293993295	0.00960287995630059	0.009591051492865921
634	-0.06020486354827881	0.01116300029811157	-0.055039048194885254	0.011260478386091677	10	467	168	3.1801257133483887	4.892255067825317	2.615353876870728	2.692639973631202	0	0.2253966659013506	0.019833449118151637	0.030032563352299306	0.009557374398455066	0.009547211538114529
635	-0.20664119720458984	0.014414489834393862	-0.19431686401367188	0.01377561926335602	10	467	169	2.973484516143799	4.6979382038116455	2.658054461252874	2.73039901727131	0	0.22599591630526855	0.018485385747182937	0.02869715009416853	0.009595481163111468	0.009583708396358534
636	-0.23877882957458496	0.013256781144434626	-0.23352551460266113	0.013096154671927707	10	467	170	2.734705686569214	4.464412689208984	2.7150697907058827	2.7849331832417477	0	0.22819419051000372	0.016963112283740523	0.02714553669359557	0.009659241734484306	0.009652358183547803
637	0.04949164390563965	0.007818139092535148	0.06526303291320801	0.00804740802715287	10	467	171	2.7841973304748535	4.529675722122192	2.7175192135223654	2.789192446706778	0	0.2261852803036039	0.017154456587398753	0.02736975725959329	0.009604160831745664	0.009598030997573578
638	0.09226584434509277	0.0066512304298953495	0.10810565948486328	0.006826172285514076	10	467	172	2.8764631748199463	4.637781381607056	2.7260321995550783	2.8008792803194353	0	0.22438344216306005	0.017593704469022694	0.027841897038688435	0.009557929413947584	0.009553411033821839
639	-0.03417026996612549	0.006244267686227545	-0.020917892456054688	0.006148872841890807	10	467	173	2.842292904853821	4.616863489151001	2.727199806904636	2.8013168385442384	0	0.22277549442066058	0.01729275112928346	0.027558409890463185	0.009506962270359031	0.009501935353190152
640	0.06577181816101074	0.009520045285796641	0.08171868324279785	0.00984845968235959	10	467	174	2.9080647230148315	4.698582172393799	2.731525738968841	2.807994781735175	0	0.22083528561144306	0.017572976950276105	0.027871475054349514	0.009456002097843592	0.009452037214384274
